kodVVyk;nazovVVyk;skVVyk
5a904.01;Dorzálny prístup k bedrovej chrbtici, 1 segment;S55-24
5a904.02;Dorzálny prístup k bedrovej chrbtici, 2 segmenty;S55-24
5a904.03;Dorzálny prístup k bedrovej chrbtici, viac ako 2 segmenty;S55-24
5t643.1;Dorzálna a ventrálna kombinovaná spondylodéza medzi stavcami, 1 segment;S55-24
5t643.2;Dorzálna a ventrálna kombinovaná spondylodéza medzi stavcami, 2 segmenty;S55-24
5t643.3;Dorzálna a ventrálna kombinovaná spondylodéza medzi stavcami, 3 segmenty;S55-24
5t643.4;Dorzálna a ventrálna kombinovaná spondylodéza medzi stavcami, 4 segmenty;S55-24
5t643.5;Dorzálna a ventrálna kombinovaná spondylodéza medzi stavcami, 5 segmentov;S55-24
5t643.6;Dorzálna a ventrálna kombinovaná spondylodéza medzi stavcami, 6 a viac segmentov;S55-24
5a901.a;Kraniocervikálny prechod, transorálne;S55-25
5a901.b;Kraniocervikálny prechod, dorzálne;S55-25
5a901.c;Kraniocervikálny prechod, laterálne;S55-25
5t667.1;Otvorená repozícia chrbtice (dynamická stabilizácia) intervertebrálnym cage, 1 segment;S55-25
5t667.2;Otvorená repozícia chrbtice (dynamická stabilizácia) intervertebrálnym cage, 2 segmenty;S55-25
5t667.3;Otvorená repozícia chrbtice (dynamická stabilizácia) intervertebrálnym cage, 3 segmenty;S55-25
5t667.4;Otvorená repozícia chrbtice (dynamická stabilizácia) intervertebrálnym cage, 4 a viac segmentov;S55-25
5t641.1;Dorzálna spondylodéza, 1 segment;S55-25
5t641.2;Dorzálna spondylodéza, 2 segmenty;S55-25
5t641.3;Dorzálna spondylodéza, 3 segmenty;S55-25
5t641.4;Dorzálna spondylodéza, 4 segmenty;S55-25
5t641.5;Dorzálna spondylodéza, 5 segmentov;S55-25
5t641.6;Dorzálna spondylodéza, 6 a viac segmentov;S55-25
5t642.1;Ventrálna spondylodéza, 1 segment;S55-25
5t642.2;Ventrálna spondylodéza, 2 segmenty;S55-25
5t642.3;Ventrálna spondylodéza, 3 segmenty;S55-25
5t642.4;Ventrálna spondylodéza, 4 segmenty;S55-25
5t642.5;Ventrálna spondylodéza, 5 segmentov;S55-25
5t642.6;Ventrálna spondylodéza, 6 a viac segmentov;S55-25
5t64x;Spondylodéza, ostatné;S55-25
5t639;Transplantácie autológnej spongiózy (štepu) alebo kortikospongiózneho štepu na chrbtici;S55-25
5t63a.0;Kostná náhrada na chrbtici, použitie kostného materiálu z kolagénnych vlákien bez obohatenia rastovými bunkami kosti;S55-25
5t63a.1;Kostná náhrada na chrbtici, použitie kostného materiálu z kolagénnych vlákien s obohatením rastovými bunkami kosti;S55-25
5t63b.0;Kostná náhrada na chrbtici, použite keramického kostného materiálu bez obohatenia rastovými bunkami kosti;S55-25
5t63b.1;Kostná náhrada na chrbtici, použite keramického kostného materiálu s obohatením rastovými bunkami kosti;S55-25
5t63c;Kostná náhrada na chrbtici, použite humánnej demineralizovanej kostnej matrix;S55-25
5t63d;Kostná náhrada na chrbtici, použitie alogénneho kostného transplantátu;S55-25
5t63e;Kostná náhrada na chrbtici, použitie xenogénneho kostného transplantátu;S55-25
5t63x;Kostná náhrada na chrbtici, ostatné;S55-25
5t660.1;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 1 segment;S55-25
5t660.2;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 2 segmenty;S55-25
5t660.3;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 3 segmenty;S55-25
5t660.4;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 4 a viac segmentov;S55-25
5t661.1;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 1 segment;S55-25
5t661.2;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 2 segmenty;S55-25
5t661.3;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 3 segmenty;S55-25
5t661.4;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 4 a viac segmentov;S55-25
5t663.1;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 1 segment;S55-25
5t663.2;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 2 segmenty;S55-25
5t663.3;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 3 segmenty;S55-25
5t663.4;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 4 a viac segmentov;S55-25
5t664.1;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 1 segment;S55-25
5t664.2;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 2 segmenty;S55-25
5t664.3;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 3 segmenty;S55-25
5t664.4;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 4 a viac segmentov;S55-25
5t665.1;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 1 segment;S55-25
5t665.2;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 2 segmenty;S55-25
5t665.3;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 3 segmenty;S55-25
5t665.4;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 4 a viac segmentov;S55-25
5t668.1;Otvorená repozícia chrbtice (dynamická stabilizácia) fixačným interným systémom, 1 segment;S55-25
5t668.2;Otvorená repozícia chrbtice (dynamická stabilizácia) fixačným interným systémom, 2 segmenty;S55-25
5t668.3;Otvorená repozícia chrbtice (dynamická stabilizácia) fixačným interným systémom, 3 segmenty;S55-25
5t668.4;Otvorená repozícia chrbtice (dynamická stabilizácia) fixačným interným systémom, 4 a viac segmentov;S55-25
5t66x.1;Otvorená repozícia chrbtice (dynamická stabilizácia), ostatné: 1 segment;S55-25
5t66x.2;Otvorená repozícia chrbtice (dynamická stabilizácia), ostatné: 2 segmenty;S55-25
5t66x.3;Otvorená repozícia chrbtice (dynamická stabilizácia), ostatné: 3 segmenty;S55-25
5t66x.4;Otvorená repozícia chrbtice (dynamická stabilizácia), ostatné: 4 a viac segmentov;S55-25
5t69x.1;Iné operácie na chrbtici, HALO fixácia;S55-25
5t695;Revízia po operácii chrbtice;S55-25
5a902.01;Dorzálny prístup ku krčnej chrbtici, 1 segment;S55-25
5a902.02;Dorzálny prístup ku krčnej chrbtici, 2 segmenty;S55-25
5t666.1;Otvorená repozícia chrbtice (dynamická stabilizácia) háčkovými dlahami, 1 segment;S55-25
5t666.2;Otvorená repozícia chrbtice (dynamická stabilizácia) háčkovými dlahami, 2 segmenty;S55-25
5t666.3;Otvorená repozícia chrbtice (dynamická stabilizácia) háčkovými dlahami, 3 segmenty;S55-25
5t666.4;Otvorená repozícia chrbtice (dynamická stabilizácia) háčkovými dlahami, 4 a viac segmentov;S55-25
5t643.1;Dorzálna a ventrálna kombinovaná spondylodéza medzi stavcami, 1 segment;S55-25
5t643.2;Dorzálna a ventrálna kombinovaná spondylodéza medzi stavcami, 2 segmenty;S55-25
5t643.3;Dorzálna a ventrálna kombinovaná spondylodéza medzi stavcami, 3 segmenty;S55-25
5t643.4;Dorzálna a ventrálna kombinovaná spondylodéza medzi stavcami, 4 segmenty;S55-25
5t643.5;Dorzálna a ventrálna kombinovaná spondylodéza medzi stavcami, 5 segmentov;S55-25
5t643.6;Dorzálna a ventrálna kombinovaná spondylodéza medzi stavcami, 6 a viac segmentov;S55-25
5t61a.1;Excízia z poškodenej medzistavcovej platničky (bez ďalších opatrení);S55-25
5t61a.2;Excízia z poškodenej medzistavcovej platničky, odstránenie voľného sekvestra;S55-25
5t61a.3;Excízia z poškodenej medzistavcovej platničky s radikulárnou dekompresiou;S55-25
5t692;Revízia náhrady medzistavcovej platničky bez výmeny;S55-25
5a902.03;Dorzálny prístup ku krčnej chrbtici, viac ako 2 segmenty;S55-25
5t699.1;Vertebroplastika, 1 stavec;S55-25
5t699.2;Vertebroplastika, 2 stavce;S55-25
5t699.3;Vertebroplastika, 3 stavce;S55-25
5t699.4;Vertebroplastika, 4 a viac stavcov;S55-25
5t69a.1;Kyfoplastika, 1 stavec;S55-25
5t69a.2;Kyfoplastika, 2 stavce;S55-25
5t69a.3;Kyfoplastika, 3 stavce;S55-25
5t69a.4;Kyfoplastika, 4 a viac stavcov;S55-25
5a902.11;Laminotómia krčnej chrbtice, 1 segment;S55-25
5a902.12;Laminotómia krčnej chrbtice, 2 segmenty;S55-25
5a902.13;Laminotómia krčnej chrbtice, viac ako 2 segmenty;S55-25
5a902.21;Hemilaminektómia krčnej chrbtice, 1 segment;S55-25
5a902.22;Hemilaminektómia krčnej chrbtice, 2 segmenty;S55-25
5a902.23;Hemilaminektómia krčnej chrbtice, viac ako 2 segmenty;S55-25
5a902.31;Laminektómia krčnej chrbtice, 1 segment;S55-25
5a902.32;Laminektómia krčnej chrbtice, 2 segmenty;S55-25
5a902.33;Laminektómia krčnej chrbtice, viac ako 2 segmenty;S55-25
5t696.1;Dekompresia miešneho kanála uvoľnením kosti, 1 segment;S55-25
5t696.2;Dekompresia miešneho kanála uvoľnením kosti, 2 segmenty;S55-25
5t696.3;Dekompresia miešneho kanála uvoľnením kosti, 3 segmenty;S55-25
5t696.4;Dekompresia miešneho kanála uvoľnením kosti, 4 a viac segmentov;S55-25
5t624;Parciálna artrektómia;S55-25
5t625;Totálna artrektómia;S55-25
5t626;Foraminektómia;S55-25
5t621;Parciálna excízia tela stavca chrbtice;S55-25
5t622;Totálna excízia tela stavca chrbtice;S55-25
5t667.1;Otvorená repozícia chrbtice (dynamická stabilizácia) intervertebrálnym cage, 1 segment;S55-26
5t667.2;Otvorená repozícia chrbtice (dynamická stabilizácia) intervertebrálnym cage, 2 segmenty;S55-26
5t667.3;Otvorená repozícia chrbtice (dynamická stabilizácia) intervertebrálnym cage, 3 segmenty;S55-26
5t667.4;Otvorená repozícia chrbtice (dynamická stabilizácia) intervertebrálnym cage, 4 a viac segmentov;S55-26
5t641.1;Dorzálna spondylodéza, 1 segment;S55-26
5t641.2;Dorzálna spondylodéza, 2 segmenty;S55-26
5t641.3;Dorzálna spondylodéza, 3 segmenty;S55-26
5t641.4;Dorzálna spondylodéza, 4 segmenty;S55-26
5t641.5;Dorzálna spondylodéza, 5 segmentov;S55-26
5t641.6;Dorzálna spondylodéza, 6 a viac segmentov;S55-26
5t642.1;Ventrálna spondylodéza, 1 segment;S55-26
5t642.2;Ventrálna spondylodéza, 2 segmenty;S55-26
5t642.3;Ventrálna spondylodéza, 3 segmenty;S55-26
5t642.4;Ventrálna spondylodéza, 4 segmenty;S55-26
5t642.5;Ventrálna spondylodéza, 5 segmentov;S55-26
5t642.6;Ventrálna spondylodéza, 6 a viac segmentov;S55-26
5t639;Transplantácie autológnej spongiózy (štepu) alebo kortikospongiózneho štepu na chrbtici;S55-26
5t63a.0;Kostná náhrada na chrbtici, použitie kostného materiálu z kolagénnych vlákien bez obohatenia rastovými bunkami kosti;S55-26
5t63a.1;Kostná náhrada na chrbtici, použitie kostného materiálu z kolagénnych vlákien s obohatením rastovými bunkami kosti;S55-26
5t63b.0;Kostná náhrada na chrbtici, použite keramického kostného materiálu bez obohatenia rastovými bunkami kosti;S55-26
5t63b.1;Kostná náhrada na chrbtici, použite keramického kostného materiálu s obohatením rastovými bunkami kosti;S55-26
5t63c;Kostná náhrada na chrbtici, použite humánnej demineralizovanej kostnej matrix;S55-26
5t63d;Kostná náhrada na chrbtici, použitie alogénneho kostného transplantátu;S55-26
5t63e;Kostná náhrada na chrbtici, použitie xenogénneho kostného transplantátu;S55-26
5t63x;Kostná náhrada na chrbtici, ostatné;S55-26
5t660.1;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 1 segment;S55-26
5t660.2;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 2 segmenty;S55-26
5t660.3;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 3 segmenty;S55-26
5t660.4;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 4 a viac segmentov;S55-26
5t661.1;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 1 segment;S55-26
5t661.2;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 2 segmenty;S55-26
5t661.3;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 3 segmenty;S55-26
5t661.4;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 4 a viac segmentov;S55-26
5t663.1;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 1 segment;S55-26
5t663.2;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 2 segmenty;S55-26
5t663.3;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 3 segmenty;S55-26
5t663.4;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 4 a viac segmentov;S55-26
5t664.1;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 1 segment;S55-26
5t664.2;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 2 segmenty;S55-26
5t664.3;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 3 segmenty;S55-26
5t664.4;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 4 a viac segmentov;S55-26
5t665.1;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 1 segment;S55-26
5t665.2;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 2 segmenty;S55-26
5t665.3;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 3 segmenty;S55-26
5t665.4;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 4 a viac segmentov;S55-26
5t668.1;Otvorená repozícia chrbtice (dynamická stabilizácia) fixačným interným systémom, 1 segment;S55-26
5t668.2;Otvorená repozícia chrbtice (dynamická stabilizácia) fixačným interným systémom, 2 segmenty;S55-26
5t668.3;Otvorená repozícia chrbtice (dynamická stabilizácia) fixačným interným systémom, 3 segmenty;S55-26
5t668.4;Otvorená repozícia chrbtice (dynamická stabilizácia) fixačným interným systémom, 4 a viac segmentov;S55-26
5t66x.1;Otvorená repozícia chrbtice (dynamická stabilizácia), ostatné: 1 segment;S55-26
5t66x.2;Otvorená repozícia chrbtice (dynamická stabilizácia), ostatné: 2 segmenty;S55-26
5t66x.3;Otvorená repozícia chrbtice (dynamická stabilizácia), ostatné: 3 segmenty;S55-26
5t66x.4;Otvorená repozícia chrbtice (dynamická stabilizácia), ostatné: 4 a viac segmentov;S55-26
5t690;Odstránenie osteosyntetického materiálu z chrbtice;S55-26
5t69x.1;Iné operácie na chrbtici, HALO fixácia;S55-26
5t695;Revízia po operácii chrbtice;S55-26
5a902.01;Dorzálny prístup ku krčnej chrbtici, 1 segment;S55-26
5a902.02;Dorzálny prístup ku krčnej chrbtici, 2 segmenty;S55-26
5t666.1;Otvorená repozícia chrbtice (dynamická stabilizácia) háčkovými dlahami, 1 segment;S55-26
5t666.2;Otvorená repozícia chrbtice (dynamická stabilizácia) háčkovými dlahami, 2 segmenty;S55-26
5t666.3;Otvorená repozícia chrbtice (dynamická stabilizácia) háčkovými dlahami, 3 segmenty;S55-26
5t666.4;Otvorená repozícia chrbtice (dynamická stabilizácia) háčkovými dlahami, 4 a viac segmentov;S55-26
5a902.03;Dorzálny prístup ku krčnej chrbtici, viac ako 2 segmenty;S55-26
5t61a.3;Excízia z poškodenej medzistavcovej platničky s radikulárnou dekompresiou;S55-26
5t64x;Spondylodéza, ostatné;S55-26
5t696.1;Dekompresia miešneho kanála uvoľnením kosti, 1 segment;S55-26
5t696.2;Dekompresia miešneho kanála uvoľnením kosti, 2 segmenty;S55-26
5t696.3;Dekompresia miešneho kanála uvoľnením kosti, 3 segmenty;S55-26
5t696.4;Dekompresia miešneho kanála uvoľnením kosti, 4 a viac segmentov;S55-26
5t624;Parciálna artrektómia;S55-26
5t625;Totálna artrektómia;S55-26
5t626;Foraminektómia;S55-26
5t621;Parciálna excízia tela stavca chrbtice;S55-26
5t622;Totálna excízia tela stavca chrbtice;S55-26
5a902.21;Hemilaminektómia krčnej chrbtice, 1 segment;S55-26
5a902.22;Hemilaminektómia krčnej chrbtice, 2 segmenty;S55-26
5a902.23;Hemilaminektómia krčnej chrbtice, viac ako 2 segmenty;S55-26
5a902.31;Laminektómia krčnej chrbtice, 1 segment;S55-26
5a902.32;Laminektómia krčnej chrbtice, 2 segmenty;S55-26
5a902.33;Laminektómia krčnej chrbtice, viac ako 2 segmenty;S55-26
5a902.11;Laminotómia krčnej chrbtice, 1 segment;S55-26
5a902.12;Laminotómia krčnej chrbtice, 2 segmenty;S55-26
5a902.13;Laminotómia krčnej chrbtice, viac ako 2 segmenty;S55-26
5t699.1;Vertebroplastika, 1 stavec;S55-26
5t699.2;Vertebroplastika, 2 stavce;S55-26
5t699.3;Vertebroplastika, 3 stavce;S55-26
5t699.4;Vertebroplastika, 4 a viac stavcov;S55-26
5t69a.1;Kyfoplastika, 1 stavec;S55-26
5t69a.2;Kyfoplastika, 2 stavce;S55-26
5t69a.3;Kyfoplastika, 3 stavce;S55-26
5t69a.4;Kyfoplastika, 4 a viac stavcov;S55-26
5t667.1;Otvorená repozícia chrbtice (dynamická stabilizácia) intervertebrálnym cage, 1 segment;S55-27
5t667.2;Otvorená repozícia chrbtice (dynamická stabilizácia) intervertebrálnym cage, 2 segmenty;S55-27
5t667.3;Otvorená repozícia chrbtice (dynamická stabilizácia) intervertebrálnym cage, 3 segmenty;S55-27
5t667.4;Otvorená repozícia chrbtice (dynamická stabilizácia) intervertebrálnym cage, 4 a viac segmentov;S55-27
5t641.1;Dorzálna spondylodéza, 1 segment;S55-27
5t641.2;Dorzálna spondylodéza, 2 segmenty;S55-27
5t641.3;Dorzálna spondylodéza, 3 segmenty;S55-27
5t641.4;Dorzálna spondylodéza, 4 segmenty;S55-27
5t641.5;Dorzálna spondylodéza, 5 segmentov;S55-27
5t641.6;Dorzálna spondylodéza, 6 a viac segmentov;S55-27
5t642.1;Ventrálna spondylodéza, 1 segment;S55-27
5t642.2;Ventrálna spondylodéza, 2 segmenty;S55-27
5t642.3;Ventrálna spondylodéza, 3 segmenty;S55-27
5t642.4;Ventrálna spondylodéza, 4 segmenty;S55-27
5t642.5;Ventrálna spondylodéza, 5 segmentov;S55-27
5t642.6;Ventrálna spondylodéza, 6 a viac segmentov;S55-27
5t64x;Spondylodéza, ostatné;S55-27
5t639;Transplantácie autológnej spongiózy (štepu) alebo kortikospongiózneho štepu na chrbtici;S55-27
5t63a.0;Kostná náhrada na chrbtici, použitie kostného materiálu z kolagénnych vlákien bez obohatenia rastovými bunkami kosti;S55-27
5t63a.1;Kostná náhrada na chrbtici, použitie kostného materiálu z kolagénnych vlákien s obohatením rastovými bunkami kosti;S55-27
5t63b.0;Kostná náhrada na chrbtici, použite keramického kostného materiálu bez obohatenia rastovými bunkami kosti;S55-27
5t63b.1;Kostná náhrada na chrbtici, použite keramického kostného materiálu s obohatením rastovými bunkami kosti;S55-27
5t63c;Kostná náhrada na chrbtici, použite humánnej demineralizovanej kostnej matrix;S55-27
