SkDg;typDg;kodDg;nazovDg
Vybrané nefrologické ochorenia;hlavná;N072;Hereditárna nefropatia, nezatriedená inde: difúzna membránová glomerulonefritída
Vybrané nefrologické ochorenia;hlavná;N073;Hereditárna nefropatia, nezatriedená inde: difúzna mezangioproliferatívna glomerulonefritída
Vybrané nefrologické ochorenia;hlavná;N074;Hereditárna nefropatia, nezatriedená inde: difúzna endokapilárna proliferatívna glomerulonefritída
Vybrané nefrologické ochorenia;hlavná;N075;Hereditárna nefropatia, nezatriedená inde: difúzna mezangiokapilárna glomerulonefritída
Vybrané nefrologické ochorenia;hlavná;N076;Hereditárna nefropatia, nezatriedená inde: choroba denzných depozitov
Vybrané nefrologické ochorenia;hlavná;N077;Hereditárna nefropatia, nezatriedená inde: difúzna glomerulonefritída s výrastkami (polmesiačikmi)
Vybrané nefrologické ochorenia;hlavná;N078;Hereditárna nefropatia, nezatriedená inde: iné morfologické zmeny
Vybrané nefrologické ochorenia;hlavná;N079;Hereditárna nefropatia, nezatriedená inde: morfologická zmena bližšie neurčená
Vybrané nefrologické ochorenia;hlavná;N080;Glomerulová choroba pri infekčných alebo parazitových chorobách zatriedených inde
Vybrané nefrologické ochorenia;hlavná;N081;Glomerulová choroba pri nádorových chorobách
Vybrané nefrologické ochorenia;hlavná;N082;Glomerulová choroba pri chorobách krvi a poruchách imunitného systému
Vybrané nefrologické ochorenia;hlavná;N083;Glomerulová choroba pri diabetes mellitus (E10-E14, štvrtá pozícia .2†)
Vybrané nefrologické ochorenia;hlavná;N084;Glomerulová choroba pri iných endokrinných, nutričných a metabolických chorobách
Vybrané nefrologické ochorenia;hlavná;N085;Glomerulová choroba pri systémových chorobách spojiva
Vybrané nefrologické ochorenia;hlavná;N088;Glomerulová choroba pri iných chorobách zatriedených inde
Vybrané nefrologické ochorenia;hlavná;N10;Akútna tubulointersticiálna nefritída
Reumatologické ochorenia;hlavná;Vzťahuje sa na viacero diagnóz;diagnózy podľa medicínskej služby „Závažné ochorenia kostí a určité artropatie“
Reumatologické ochorenia;hlavná;Vzťahuje sa na viacero diagnóz;diagnózy podľa medicínskej služby „Deformujúca dorzopatia a iné komplexné spondylopatie“
Reumatologické ochorenia;hlavná;Vzťahuje sa na viacero diagnóz;diagnózy podľa medicínskej služby „Reumatizmus, bližšie neurený“
Reumatologické ochorenia;hlavná;Vzťahuje sa na viacero diagnóz;diagnózy podľa medicínskej služby „Infekčné artritídy“
Reumatologické ochorenia;hlavná;Vzťahuje sa na viacero diagnóz;diagnózy podľa medicínskej služby „Ochorenia kostí a určité artropatie“
Reumatologické ochorenia;hlavná;Vzťahuje sa na viacero diagnóz;diagnózy podľa medicínskej služby „Ochorenia spojivového tkaniva“
Reumatologické ochorenia;hlavná;Vzťahuje sa na viacero diagnóz;diagnózy podľa medicínskej služby „Artritída pri Lymskej chorobe“
Reumatologické ochorenia;hlavná;Vzťahuje sa na viacero diagnóz;diagnózy podľa medicínskej služby „Dna zapríčinená liekmi“
Reumatologické ochorenia;hlavná;Vzťahuje sa na viacero diagnóz;diagnózy podľa medicínskej služby „Raynaudov syndróm“
Reumatologické ochorenia;hlavná;Vzťahuje sa na viacero diagnóz;diagnózy podľa medicínskej služby „Tuberkulózna artritída“
Vrodené koagulopatie - komplexná liečba pri veľkom krvácaní, pri plánovanej operácii a imunotolerančná liečba;hlavná;D66;Dedičný nedostatok faktora VIII-  Hemofília A
Vrodené koagulopatie - komplexná liečba pri veľkom krvácaní, pri plánovanej operácii a imunotolerančná liečba;hlavná;D67;Dedičný nedostatok faktora IX - Hemofília B
Vrodené koagulopatie - komplexná liečba pri veľkom krvácaní, pri plánovanej operácii a imunotolerančná liečba;hlavná;D680;Von Willebrandova choroba
Vrodené koagulopatie - komplexná liečba pri veľkom krvácaní, pri plánovanej operácii a imunotolerančná liečba;hlavná;D681;Dedičný nedostatok faktora XI
Vrodené koagulopatie - komplexná liečba pri veľkom krvácaní, pri plánovanej operácii a imunotolerančná liečba;hlavná;D682;Dedičný nedostatok iných koagulačných faktorov 
Hematologické a hematoonkologické ochorenia;hlavná;Vzťahuje sa na viacero diagnóz;diagnózy podľa medicínskej služby „Trombotická mikroangiopatia (Získaná trombotická trombocytopenická purpura)“
Hematologické a hematoonkologické ochorenia;hlavná;Vzťahuje sa na viacero diagnóz;diagnózy podľa medicínskej služby „Získaná hemofília“
Hematologické a hematoonkologické ochorenia;hlavná;Vzťahuje sa na viacero diagnóz;diagnózy podľa medicínskej služby „Idiopatická aplastická anémia, ťažká a veľmi ťažká forma“
Hematologické a hematoonkologické ochorenia;hlavná;Vzťahuje sa na viacero diagnóz;diagnózy podľa medicínskej služby „Akútna leukémia intenzívna liečba“
Hematologické a hematoonkologické ochorenia;hlavná;Vzťahuje sa na viacero diagnóz;diagnózy podľa medicínskej služby „Agresívne lymfómy (NHL),Hodgkinov lymfóm a iné vybrané lymfómy“
Hematologické a hematoonkologické ochorenia;hlavná;Vzťahuje sa na viacero diagnóz;diagnózy podľa medicínskej služby „Vysoko komplexné hematologické ochorenia“
Hematologické a hematoonkologické ochorenia;hlavná;Vzťahuje sa na viacero diagnóz;diagnózy podľa medicínskej služby „Vrodené trombocytopatie klinicky závažné “
Hematologické a hematoonkologické ochorenia;hlavná;Vzťahuje sa na viacero diagnóz;diagnózy podľa medicínskej služby „Vrodené trombocytopatie klinicky závažné “
Hematologické a hematoonkologické ochorenia;hlavná;Vzťahuje sa na viacero diagnóz;diagnózy podľa medicínskej služby „Získaný von Willebrandov syndróm“
Hematologické a hematoonkologické ochorenia;hlavná;Vzťahuje sa na viacero diagnóz;diagnózy podľa medicínskej služby „Hemolytická anémia“
Hematologické a hematoonkologické ochorenia;hlavná;Vzťahuje sa na viacero diagnóz;diagnózy podľa medicínskej služby „Akútne leukémie - podporná liečba“
Hematologické a hematoonkologické ochorenia;hlavná;Vzťahuje sa na viacero diagnóz;diagnózy podľa medicínskej služby „Indolentné lymfómy (NHL) a bližšie neurčené“
Hematologické a hematoonkologické ochorenia;hlavná;Vzťahuje sa na viacero diagnóz;diagnózy podľa medicínskej služby „Mnohopočetný myelóm (MM), Waldenströmova makroglobulinémia (WM)“
Hematologické a hematoonkologické ochorenia;hlavná;Vzťahuje sa na viacero diagnóz;diagnózy podľa medicínskej služby „Myeloproliferatívne neoplázie (Ph negatívne MPN, CML, MDS/MPN)“
Hematologické a hematoonkologické ochorenia;hlavná;Vzťahuje sa na viacero diagnóz;diagnózy podľa medicínskej služby „Vrodené koagulopatie - základná hemostatická liečba, komplexná liečba pri operácii s vitálnou indikáciou“
Hematologické a hematoonkologické ochorenia;hlavná;Vzťahuje sa na viacero diagnóz;diagnózy podľa medicínskej služby „Poruchy leukocytov a iné hematologické ochorenia“
Hematologické a hematoonkologické ochorenia;hlavná;Vzťahuje sa na viacero diagnóz;diagnózy podľa medicínskej služby „Monoklonové gamapatie“
Hematologické a hematoonkologické ochorenia;hlavná;Vzťahuje sa na viacero diagnóz;diagnózy podľa medicínskej služby „ Získané poruchy hemostázy“
Hematologické a hematoonkologické ochorenia;hlavná;Vzťahuje sa na viacero diagnóz;diagnózy podľa medicínskej služby „Myelodysplastické syndrómy“
Hematologické a hematoonkologické ochorenia;hlavná;Vzťahuje sa na viacero diagnóz;diagnózy podľa medicínskej služby „Trombocytopénie a trombocytopatie“
Hematologické a hematoonkologické ochorenia;hlavná;Vzťahuje sa na viacero diagnóz;diagnózy podľa medicínskej služby „ Akútna choroba štepu proti hostiteľovi“
Hematologické a hematoonkologické ochorenia;hlavná;Vzťahuje sa na viacero diagnóz;diagnózy podľa medicínskej služby „Podporná liečba pri hematologickom a hematoonkologickom ochorení (febrilná neutropénia, paliatívna chemoterapia a iné)“
Vysoko komplexné ochorenia imunitného systému;hlavná;D805;Imunodeficit so zvýšeným imunoglobulínu M [IgM]
Vysoko komplexné ochorenia imunitného systému;hlavná;D810;Ťažký kombinovaný imunodeficit [SCID] s retikulovou dysgenézou
Vysoko komplexné ochorenia imunitného systému;hlavná;D811;Ťažký kombinovaný imunodeficit [SCID] s malým počtom T-buniek a B-buniek
Vysoko komplexné ochorenia imunitného systému;hlavná;D812;Ťažký kombinovaný imunodeficit [SCID] s malým alebo normálnym počtom B-buniek
Vysoko komplexné ochorenia imunitného systému;hlavná;D814;Nezelofov syndróm
Vysoko komplexné ochorenia imunitného systému;hlavná;D816;Defekt hlavného komplexu histokompatibility I. triedy
Vysoko komplexné ochorenia imunitného systému;hlavná;D817;Defekt hlavného komplexu histokompatibility II. triedy
Vysoko komplexné ochorenia imunitného systému;hlavná;D820;Wiskottov-Aldrichov syndróm
Vysoko komplexné ochorenia imunitného systému;hlavná;D821;Di Georgeov syndróm
Vysoko komplexné ochorenia imunitného systému;hlavná;D822;Imunodeficit spojený s disproporčným malým vzrastom
Vysoko komplexné ochorenia imunitného systému;hlavná;D823;Imunodeficit spojený s vrodenou defektnou odpoveďou na Epsteinov-Barrovej vírus
Vysoko komplexné ochorenia imunitného systému;hlavná;D824;Syndróm nadbytku imunoglobulínu E [IgE]
Vysoko komplexné ochorenia imunitného systému;hlavná;D841;Porucha komplementového systému
Vysoko komplexné ochorenia imunitného systému;hlavná;D813;Deficit adenozíndezaminázy [ADA]
Vysoko komplexné ochorenia imunitného systému;hlavná;D815;Nedostatok purínnukleozid-fosforylázy [PNP]
Vysoko komplexné ochorenia imunitného systému;hlavná;Z280;Nevykonaná imunizácia pre kontraindikáciu
Diabetes mellitus v gravidite;hlavná;O239;Iná a bližšie neurčená infekcia močovopohlavných orgánov v gravidite
Diabetes mellitus v gravidite;hlavná;O240;Diabetes mellitus v gravidite: predtým existujúci diabetes mellitus, typ 1 (diabetes mellitus primárne závislý od inzulínu)
Diabetes mellitus v gravidite;hlavná;O241;Diabetes mellitus v gravidite: predtým existujúci diabetes mellitus, typ 2 (diabetes mellitus primárne nezávislý od inzulínu)
Diabetes mellitus v gravidite;hlavná;O242;Diabetes mellitus v gravidite: predtým existujúci diabetes mellitus súvisiaci s podvýživou
Diabetes mellitus v gravidite;hlavná;O243;Diabetes mellitus v gravidite: predtým existujúci diabetes mellitus, bližšie neurčený
Diabetes mellitus v gravidite;hlavná;O244;Diabetes mellitus so vznikom v gravidite
Diabetes mellitus v gravidite;hlavná;O249;Diabetes mellitus v gravidite, bližšie neurčený
Vybrané poranenia oka a očných adnexov I.;hlavná;S053;Tržná rana oka bez prolapsu alebo straty vnútroočného tkaniva
Vybrané poranenia oka a očných adnexov I.;hlavná;S054;Penetrujúca rana očnice s cudzím telesom alebo bez cudzieho telesa
Vybrané poranenia oka a očných adnexov II.;hlavná;H261;Úrazová katarakta
Vybrané poranenia oka a očných adnexov II.;hlavná;H310;Chorioretinové jazvy
Vybrané poranenia oka a očných adnexov II.;hlavná;S052;Tržná rana a roztrhnutie oka s prolapsom alebo stratou vnútroočného tkaniva
Vybrané poranenia oka a očných adnexov II.;hlavná;S055;Penetrujúca rana očnej gule s cudzím telesom
Vybrané poranenia oka a očných adnexov II.;hlavná;S056;Penetrujúca rana očnej gule bez cudzieho telesa
Vybrané poranenia oka a očných adnexov II.;hlavná;S057;Avulzia (vytrhnutie) oka
Vybrané poranenia oka a očných adnexov II.;hlavná;T262;Popálenina s následnou ruptúrou a deštrukciou očnej gule
Vybrané poranenia oka a očných adnexov II.;hlavná;T267;Poleptanie s následnou ruptúrou a deštrukciou očnej gule
Vybrané poranenia oka a očných adnexov III.;hlavná;H055;Zadržané (staré) cudzie teleso po penetrujúcom poranení očnice  
Vybrané poranenia oka a očných adnexov III.;hlavná;H313;Krvácanie a ruptúra cievovky
Vybrané poranenia oka a očných adnexov III.;hlavná;H314;Odlúpenie cievovky
Vybrané poranenia oka a očných adnexov III.;hlavná;H330;Odlúpenie sietnice s trhlinou sietnice
Vybrané poranenia oka a očných adnexov III.;hlavná;H332;Serózne odlúpenie sietnice
Vybrané poranenia oka a očných adnexov III.;hlavná;H333;Trhliny sietnice bez odlúpenia
Vybrané poranenia oka a očných adnexov III.;hlavná;H334;Trakčné odlúpenie sietnice 
Vybrané poranenia oka a očných adnexov III.;hlavná;H335;Iné odlúpenie sietnice
Vybrané poranenia oka a očných adnexov III.;hlavná;H446;Zadržané (staré) vnútroočné cudzie teleso, magnetické
Vybrané poranenia oka a očných adnexov III.;hlavná;H447;Zadržané (staré) vnútroočné cudzie teleso, nemagnetické
Vybrané poranenia oka a očných adnexov III.;hlavná;H598;Iné choroby oka a jeho adnexov po lekárskom výkone
Vrodené anomálie srdcových chlopní;hlavná;Q220;Atrézia pulmonálnej chlopne
Vrodené anomálie srdcových chlopní;hlavná;Q221;Vrodené zúženie pulmonálnej chlopne
Vrodené anomálie srdcových chlopní;hlavná;Q222;Vrodená pulmonálna insuficiencia
Vrodené anomálie srdcových chlopní;hlavná;Q223;Iná vrodená chyba pulmonálnej chlopne
Vrodené anomálie srdcových chlopní;hlavná;Q224;Vrodená trikuspidálna stenóza
Vrodené anomálie srdcových chlopní;hlavná;Q225;Ebsteinova anomália
Vrodené anomálie srdcových chlopní;hlavná;Q226;Hypoplastický pravokomorový syndróm
Vrodené anomálie srdcových chlopní;hlavná;Q228;Iná vrodená chyba trikuspidálnej chlopne
Vrodené anomálie srdcových chlopní;hlavná;Q229;Vrodená chyba trikuspidálnej chlopne, bližšie neurčená
Vrodené anomálie srdcových chlopní;hlavná;Q230;Vrodená aortálna stenóza
Vrodené anomálie srdcových chlopní;hlavná;Q231;Vrodená aortálna insuficiencia
Vrodené anomálie srdcových chlopní;hlavná;Q232;Vrodená mitrálna stenóza
Vrodené anomálie srdcových chlopní;hlavná;Q233;Vrodená mitrálna insuficiencia
Vrodené anomálie srdcových chlopní;hlavná;Q234;Hypoplastický ľavokomorový syndróm
Vrodené anomálie srdcových chlopní;hlavná;Q238;Iná vrodená chyba aortálnej a mitrálnej chlopne
Vrodené anomálie srdcových chlopní;hlavná;Q239;Vrodená chyba aortálnej a mitrálnej chlopne, bližšie neurčená
Ťažké kombinované imunodeficiencie;hlavná;D810;Ťažký kombinovaný imunodeficit [SCID] s retikulovou dysgenézou
Ťažké kombinované imunodeficiencie;hlavná;D811;Ťažký kombinovaný imunodeficit [SCID] s malým počtom T-buniek a B-buniek
Ťažké kombinované imunodeficiencie;hlavná;D812;Ťažký kombinovaný imunodeficit [SCID] s malým alebo normálnym počtom B-buniek
Ťažké kombinované imunodeficiencie;hlavná;D813;Deficit adenozíndezaminázy [ADA]
Ťažké kombinované imunodeficiencie;hlavná;D814;Nezelofov syndróm
Ťažké kombinované imunodeficiencie;hlavná;D815;Nedostatok purínnukleozid-fosforylázy [PNP]
Ťažké kombinované imunodeficiencie;hlavná;D816;Defekt hlavného komplexu histokompatibility I. triedy
Ťažké kombinované imunodeficiencie;hlavná;D817;Defekt hlavného komplexu histokompatibility II. triedy
Ťažké kombinované imunodeficiencie;hlavná;D818;Iný kombinovaný imunodeficit
Ťažké kombinované imunodeficiencie;hlavná;D819;Kombinovaný imunodeficit, bližšie neurčený
Bolesti hlavy - vybrané diagnózy;hlavná;G432;Status migraenosus [migrénový stav]
Bolesti hlavy - vybrané diagnózy;hlavná;G433;Komplikovaná migréna
Bolesti hlavy - vybrané diagnózy;hlavná;G440;Syndróm klastrovej bolesti hlavy [Cluster headache syndrome]
Bolesti hlavy - vybrané diagnózy;hlavná;G932;Benígna intrakraniálna hypertenzia
