kodHDg;nazovHDg;kodMS;nazovMS
N006;Akútny nefritický syndróm: choroba denzných depozitov;S68-07;Ochorenia glomerulov IV
N007;Akútny nefritický syndróm: difúzna glomerulonefritída s výrastkami (polmesiačikmi);S68-07;Ochorenia glomerulov IV
N008;Akútny nefritický syndróm: iné morfologické zmeny;S68-17;Ochorenia glomerulov III
N009;Akútny nefritický syndróm: morfologická zmena bližšie neurčená;S68-17;Ochorenia glomerulov III
N010;Rýchlo progredujúci nefritický syndróm: malé abnormality glomerulov;S68-07;Ochorenia glomerulov IV
N011;Rýchlo progredujúci nefritický syndróm: fokálne a segmentové lézie glomerulov;S68-07;Ochorenia glomerulov IV
N012;Rýchlo progredujúci nefritický syndróm: difúzna membránová glomerulonefritída;S68-07;Ochorenia glomerulov IV
N013;Rýchlo progredujúci nefritický syndróm: difúzna mezangioproliferatívna glomerulonefritída;S68-07;Ochorenia glomerulov IV
N014;Rýchlo progredujúci nefritický syndróm: difúzna endokapilárna proliferatívna glomerulonefritída;S68-07;Ochorenia glomerulov IV
N015;Rýchlo progredujúci nefritický syndróm: difúzna mezangiokapilárna glomerulonefritída;S68-07;Ochorenia glomerulov IV
N016;Rýchlo progredujúci nefritický syndróm: choroba denzných depozitov;S68-07;Ochorenia glomerulov IV
N017;Rýchlo progredujúci nefritický syndróm: difúzna glomerulonefritída s výrastkami (polmesiačikmi);S68-07;Ochorenia glomerulov IV
N018;Rýchlo progredujúci nefritický syndróm: iné morfologické zmeny;S68-07;Ochorenia glomerulov IV
N019;Rýchlo progredujúci nefritický syndróm: morfologická zmena bližšie neurčená;S68-07;Ochorenia glomerulov IV
N020;Recidivujúca a pretrvávajúca hematúria: malé abnormality glomerulov;S68-36;Hematúria
N021;Recidivujúca a pretrvávajúca hematúria: fokálne a segmentové lézie glomerulov;S68-36;Hematúria
N022;Recidivujúca a pretrvávajúca hematúria: difúzna membránová glomerulonefritída;S68-36;Hematúria
N023;Recidivujúca a pretrvávajúca hematúria: difúzna mezangioproliferatívna glomerulonefritída;S68-36;Hematúria
N024;Recidivujúca a pretrvávajúca hematúria: difúzna endokapilárna proliferatívna glomerulonefritída;S68-36;Hematúria
N025;Recidivujúca a pretrvávajúca hematúria: difúzna mezangiokapilárna glomerulonefritída;S68-36;Hematúria
N026;Recidivujúca a pretrvávajúca hematúria: choroba denzných depozitov;S68-36;Hematúria
N027;Recidivujúca a pretrvávajúca hematúria: difúzna glomerulonefritída s výrastkami (polmesiačikmi);S68-36;Hematúria
N028;Recidivujúca a pretrvávajúca hematúria: iné morfologické zmeny;S68-36;Hematúria
N029;Recidivujúca a pretrvávajúca hematúria: morfologická zmena bližšie neurčená;S68-36;Hematúria
N030;Chronický nefritický syndróm: malé abnormality glomerulov;S68-14;Chronický nefritický syndróm III
N031;Chronický nefritický syndróm: fokálne a segmentové lézie glomerulov;S68-14;Chronický nefritický syndróm III
N032;Chronický nefritický syndróm: difúzna membránová glomerulonefritída;S68-04;Chronický nefritický syndróm IV
N033;Chronický nefritický syndróm: difúzna mezangioproliferatívna glomerulonefritída;S68-04;Chronický nefritický syndróm IV
N034;Chronický nefritický syndróm: difúzna endokapilárna proliferatívna glomerulonefritída;S68-04;Chronický nefritický syndróm IV
N035;Chronický nefritický syndróm: difúzna mezangiokapilárna glomerulonefritída;S68-04;Chronický nefritický syndróm IV
N036;Chronický nefritický syndróm: choroba denzných depozitov;S68-04;Chronický nefritický syndróm IV
N037;Chronický nefritický syndróm: difúzna glomerulonefritída s výrastkami (polmesiačikmi);S68-04;Chronický nefritický syndróm IV
N038;Chronický nefritický syndróm: iné morfologické zmeny;S68-04;Chronický nefritický syndróm IV
N039;Chronický nefritický syndróm: morfologická zmena bližšie neurčená;S68-14;Chronický nefritický syndróm III
N040;Nefrotický syndróm: malé abnormality glomerulov;S68-13;Nefrotický syndróm III
N041;Nefrotický syndróm: fokálne a segmentové lézie glomerulov;S68-13;Nefrotický syndróm III
N042;Nefrotický syndróm: difúzna membránová glomerulonefritída;S68-03;Nefrotický syndróm IV
N043;Nefrotický syndróm: difúzna mezangioproliferatívna glomerulonefritída;S68-13;Nefrotický syndróm III
N044;Nefrotický syndróm: difúzna endokapilárna proliferatívna glomerulonefritída;S68-13;Nefrotický syndróm III
N045;Nefrotický syndróm: difúzna mezangiokapilárna glomerulonefritída;S68-13;Nefrotický syndróm III
N046;Nefrotický syndróm: choroba denzných depozitov;S68-03;Nefrotický syndróm IV
N047;Nefrotický syndróm: difúzna glomerulonefritída s výrastkami (polmesiačikmi);S68-03;Nefrotický syndróm IV
N048;Nefrotický syndróm: iné morfologické zmeny;S68-13;Nefrotický syndróm III
N049;Nefrotický syndróm: morfologická zmena bližšie neurčená;S68-13;Nefrotický syndróm III
N069;Izolovaná proteinúria s morfologickými zmenami: morfologická zmena bližšie neurčená;S68-29;Ochorenia glomerulov II
N070;Hereditárna nefropatia, nezatriedená inde: malé abnormality glomerulov;S68-30;Hereditárna nefropatia II
N071;Hereditárna nefropatia, nezatriedená inde: fokálne a segmentové lézie glomerulov;S68-30;Hereditárna nefropatia II
N072;Hereditárna nefropatia, nezatriedená inde: difúzna membránová glomerulonefritída;S68-18;Hereditárna nefropatia III
N073;Hereditárna nefropatia, nezatriedená inde: difúzna mezangioproliferatívna glomerulonefritída;S68-18;Hereditárna nefropatia III
N074;Hereditárna nefropatia, nezatriedená inde: difúzna endokapilárna proliferatívna glomerulonefritída;S68-18;Hereditárna nefropatia III
N075;Hereditárna nefropatia, nezatriedená inde: difúzna mezangiokapilárna glomerulonefritída;S68-18;Hereditárna nefropatia III
N076;Hereditárna nefropatia, nezatriedená inde: choroba denzných depozitov;S68-08;Hereditárna nefropatia IV
N077;Hereditárna nefropatia, nezatriedená inde: difúzna glomerulonefritída s výrastkami (polmesiačikmi);S68-08;Hereditárna nefropatia IV
N078;Hereditárna nefropatia, nezatriedená inde: iné morfologické zmeny;S68-30;Hereditárna nefropatia II
N079;Hereditárna nefropatia, nezatriedená inde: morfologická zmena bližšie neurčená;S68-18;Hereditárna nefropatia III
N10;Akútna tubulointersticiálna nefritída;S68-34;Infekcie močových orgánov II
N110;Chronická neobštrukčná pyelonefritída spojená s refluxom;S68-28;Ochorenia a poruchy močových orgánov II
N111;Chronická obštrukčná pyelonefritída;S68-32;Infekcie močových orgánov III
N118;Iná chronická tubulointersticiálna nefritída;S59-27;Iné ochorenia močových orgánov
N119;Chronická tubulointersticiálna nefritída, bližšie neurčená;S68-32;Infekcie močových orgánov III
N12;Tubulointersticiálna nefritída, neurčená ako akútna, alebo chronická;S68-32;Infekcie močových orgánov III
N130;Hydronefróza s obštrukciou pyeloureterového prechodu;S68-25;Obštrukcia močových ciest a močové kamene III
N131;Hydronefróza so striktúrou močovodu, nezatriedená inde;S68-25;Obštrukcia močových ciest a močové kamene III
N132;Hydronefróza pri obštrukcii kameňom obličky a močovodu;S68-25;Obštrukcia močových ciest a močové kamene III
N133;Iná a bližšie neurčená hydronefróza;S68-25;Obštrukcia močových ciest a močové kamene III
N134;Hydroureter;S68-26;Obštrukcia močových ciest a močové kamene II
N135;Zalomenie a striktúra močovodu bez hydronefrózy;S68-25;Obštrukcia močových ciest a močové kamene III
N136;Pyonefros;S68-10;Infekcie močových orgánov IV
N137;Uropatia pri vezikoureterovom refluxe;S68-28;Ochorenia a poruchy močových orgánov II
N138;Iná obštrukčná a refluxová uropatia;S68-25;Obštrukcia močových ciest a močové kamene III
N139;Obštrukčná a refluxová uropatia, bližšie neurčená;S68-25;Obštrukcia močových ciest a močové kamene III
N140;Nefropatia zapríčinená analgetikami;S63-15;Iné ochorenia a poruchy močových orgánov
N141;Nefropatia zapríčinená liečivami, liekmi alebo biologickými látkami;S63-15;Iné ochorenia a poruchy močových orgánov
N142;Nefropatia zapríčinená bližšie neurčeným liečivom, liekom alebo biologickou látkou;S63-15;Iné ochorenia a poruchy močových orgánov
N143;Nefropatia zapríčinená ťažkými kovmi;S63-15;Iné ochorenia a poruchy močových orgánov
N144;Toxická nefropatia, nezatriedená inde;S63-15;Iné ochorenia a poruchy močových orgánov
N150;Balkánska nefropatia;S63-15;Iné ochorenia a poruchy močových orgánov
N1510;Absces obličky;S68-33;Infekcie močových orgánov I
N1511;Perinefritický absces;S68-32;Infekcie močových orgánov III
N158;Iná tubulointersticiálna choroba obličiek, bližšie určená;S68-28;Ochorenia a poruchy močových orgánov II
N159;Tubulointersticiálna choroba obličiek, bližšie neurčená;S68-28;Ochorenia a poruchy močových orgánov II
N170;Akútne zlyhanie obličiek s tubulovou nekrózou;S68-02;Akútna insuficiencia obličiek IV
N171;Akútne zlyhanie obličiek s akútnou kortikálnou nekrózou;S68-02;Akútna insuficiencia obličiek IV
N172;Akútne zlyhanie obličiek s dreňovou nekrózou;S68-02;Akútna insuficiencia obličiek IV
N178;Iné akútne zlyhanie obličiek;S68-12;Akútna insuficiencia obličiek III
N179;Akútne zlyhanie obličiek, bližšie neurčené;S68-12;Akútna insuficiencia obličiek III
N181;Chronická choroba obličiek, 1. štádium;S68-27;Insuficiencia obličiek II
N182;Chronická choroba obličiek, 2. štádium;S68-27;Insuficiencia obličiek II
N183;Chronická choroba obličiek, 3. štádium;S68-15;Insuficiencia obličiek III
N184;Chronická choroba obličiek, 4. štádium;S68-05;Insuficiencia obličiek IV
N185;Chronická choroba obličiek, 5. štádium;S68-05;Insuficiencia obličiek IV
N1880;Jednostranná chronická porucha funkcie obličky;S68-27;Insuficiencia obličiek II
N1889;Iná chronická choroba obličiek, štádium bližšie neurčené;S68-27;Insuficiencia obličiek II
N189;Chronická choroba obličiek, bližšie neurčená;S68-27;Insuficiencia obličiek II
N19;Zlyhanie obličiek, bližšie neurčené;S68-15;Insuficiencia obličiek III
N200;Konkrement obličky;S68-25;Obštrukcia močových ciest a močové kamene III
N201;Konkrement močovodu;S68-25;Obštrukcia močových ciest a močové kamene III
N202;Konkrement obličky s konkrementom močovodu;S59-27;Iné ochorenia močových orgánov
N209;Močový konkrement, bližšie neurčený;S59-27;Iné ochorenia močových orgánov
N210;Konkrement močového mechúra;S59-27;Iné ochorenia močových orgánov
N211;Konkrement močovej rúry;S59-27;Iné ochorenia močových orgánov
N218;Konkrement inej dolnej časti močovej sústavy;S59-27;Iné ochorenia močových orgánov
N219;Konkrement dolnej časti močovej sústavy, bližšie neurčený;S68-25;Obštrukcia močových ciest a močové kamene III
N23;Obličková kolika, bližšie neurčená;S68-26;Obštrukcia močových ciest a močové kamene II
N250;Renálna osteodystrofia;S68-05;Insuficiencia obličiek IV
N251;Nefrogénny diabetes insipidus;S68-11;Tubulopatie IV
N258;Iná choroba, vyplývajúca z poškodenej funkcie obličkových tubulov;S68-11;Tubulopatie IV
N259;Choroba, vyplývajúca z poškodenej funkcie obličkových tubulov, bližšie neurčená;S68-35;Tubulopatie II
N26;Scvrknutá oblička, bližšie neurčená;S68-28;Ochorenia a poruchy močových orgánov II
N270;Malá oblička z neznámej príčiny, jednostranne;S68-28;Ochorenia a poruchy močových orgánov II
N271;Malá oblička z neznámej príčiny, obojstranne;S68-16;Ochorenia a poruchy močových orgánov III
N281;Cysta obličky, získaná;S68-28;Ochorenia a poruchy močových orgánov II
N288;Iná choroba obličiek a močovodov, bližšie určená;S68-28;Ochorenia a poruchy močových orgánov II
N289;Choroba obličiek a močovodov, bližšie neurčená;S68-28;Ochorenia a poruchy močových orgánov II
N300;Akútna cystitída;S68-34;Infekcie močových orgánov II
N301;Intersticiálna cystitída (chronická);S68-32;Infekcie močových orgánov III
N302;Iná chronická cystitída;S59-27;Iné ochorenia močových orgánov
N303;Trigonitída;S59-27;Iné ochorenia močových orgánov
N304;Postradiačná cystitída;S70-29;Zhubné nádory močových orgánov
N308;Iná cystitída;S68-34;Infekcie močových orgánov II
N309;Cystitída, bližšie neurčená;S68-34;Infekcie močových orgánov II
N310;Dráždivý neurogénny močový mechúr, nezatriedený inde;S68-16;Ochorenia a poruchy močových orgánov III
N311;Reflexný neurogénny močový mechúr, nezatriedený inde;S59-27;Iné ochorenia močových orgánov
N312;Atonický neurogénny močový mechúr, nezatriedený inde;S59-27;Iné ochorenia močových orgánov
N3180;Nervovosvalový močový mechúr s nízkou poddajnosťou, organicky fixovaný;S63-15;Iné ochorenia a poruchy močových orgánov
N3188;Iná nervovosvalová dysfunkcia močového mechúra;S68-16;Ochorenia a poruchy močových orgánov III
N319;Nervovosvalová dysfunkcia močového mechúra, bližšie neurčená;S63-15;Iné ochorenia a poruchy močových orgánov
N320;Obštrukcia krčka močového mechúra;S63-15;Iné ochorenia a poruchy močových orgánov
N321;Vezikointestinálna fistula;S68-06;Ochorenia a poruchy močových orgánov IV
N322;Fistula močového mechúra, nezatriedená inde;S63-15;Iné ochorenia a poruchy močových orgánov
N323;Divertikul močového mechúra;S68-16;Ochorenia a poruchy močových orgánov III
N3289;Iná choroba močového mechúra, bližšie určená;S63-15;Iné ochorenia a poruchy močových orgánov
N329;Choroba močového mechúra, bližšie neurčená;S63-15;Iné ochorenia a poruchy močových orgánov
N340;Absces močovej rúry;S63-15;Iné ochorenia a poruchy močových orgánov
N341;Zápal močovej rúry, bližšie neučený;S68-34;Infekcie močových orgánov II
N342;Iný zápal močovej rúry;S63-15;Iné ochorenia a poruchy močových orgánov
N350;Poúrazová striktúra uretry;S59-27;Iné ochorenia močových orgánov
N351;Poinfekčná striktúra uretry, nezatriedená inde;S59-27;Iné ochorenia močových orgánov
N358;Iná striktúra uretry;S59-27;Iné ochorenia močových orgánov
N359;Striktúra uretry, bližšie neurčená;S59-27;Iné ochorenia močových orgánov
N360;Fistula uretry;S59-27;Iné ochorenia močových orgánov
N361;Divertikul uretry;S59-27;Iné ochorenia močových orgánov
N362;Karunkul uretry;S59-27;Iné ochorenia močových orgánov
N363;Prolaps sliznice uretry;S59-27;Iné ochorenia močových orgánov
N368;Iné choroby uretry, bližšie určené;S59-27;Iné ochorenia močových orgánov
N369;Choroba uretry, bližšie neurčená;S59-27;Iné ochorenia močových orgánov
N390;Infekcia močovej sústavy, miesto bližšie neurčené;S68-34;Infekcie močových orgánov II
N391;Pretrvávajúca proteinúria, bližšie neurčená;S68-16;Ochorenia a poruchy močových orgánov III
N392;Ortostatická proteinúria, bližšie neurčená;S68-28;Ochorenia a poruchy močových orgánov II
N393;Stresová inkontinencia moču;S68-16;Ochorenia a poruchy močových orgánov III
N3981;Syndróm panvových bolestí a hematúrie [Loin Pain Hematuria Syndrome, LPHS];S63-15;Iné ochorenia a poruchy močových orgánov
N40;Hyperplázia prostaty;S59-55;Iné ochorenia mužských pohlavných orgánov
N410;Akútna prostatitída;S59-55;Iné ochorenia mužských pohlavných orgánov
N411;Chronická prostatitída;S59-55;Iné ochorenia mužských pohlavných orgánov
N412;Absces prostaty;S59-55;Iné ochorenia mužských pohlavných orgánov
N413;Prostatocystitída;S59-55;Iné ochorenia mužských pohlavných orgánov
N418;Iná zápalová choroba prostaty;S59-55;Iné ochorenia mužských pohlavných orgánov
N419;Zápalová choroba prostaty, bližšie neurčená;S59-55;Iné ochorenia mužských pohlavných orgánov
N420;Konkrement prostaty;S59-55;Iné ochorenia mužských pohlavných orgánov
N421;Kongescia a krvácanie z prostaty;S59-55;Iné ochorenia mužských pohlavných orgánov
N422;Atrofia prostaty;S59-55;Iné ochorenia mužských pohlavných orgánov
N423;Dysplázia prostaty;S70-21;Zhubné nádory mužských pohlavných orgánov
N428;Iná choroba prostaty, bližšie určená;S59-55;Iné ochorenia mužských pohlavných orgánov
