kodHVyk;nazovHVyk;kodMS;nazovMS;Dgs
5n6554;Ostatné excízie alebo deštrukcie na Oddiho zvierači a na papilla duodeni major, konverzia z laparoskopie na laparotómiu;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n655x;Ostatné excízie alebo deštrukcie na Oddiho zvierači a na papilla duodeni major, ostatné;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n65x0;Iné operácie na Oddiho zvierači a na papilla duodeni major, laparotomicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n65x2;Iné operácie na Oddiho zvierači a na papilla duodeni major, laparoskopicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n65x4;Iné operácie na Oddiho zvierači a na papilla duodeni major, konverzia z laparoskopie na laparotómiu;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n65xx;Iné operácie na Oddiho zvierači a na papilla duodeni major, ostatné;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n6900;Incízia ductus choledochus, laparotomicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n6902;Incízia ductus choledochus, laparoskopicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n6904;Incízia ductus choledochus, konverzia z laparoskopie na laparotómiu;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n690x;Incízia ductus choledochus, ostatné;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n6920;Odstránenie konkrementu zo žlčových ciest, laparotomicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n6922;Odstránenie konkrementu zo žlčových ciest, laparoskopicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n6924;Odstránenie konkrementu zo žlčových ciest, konverzia z laparoskopie na laparotómiu;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n692x;Odstránenie konkrementu zo žlčových ciest, ostatné;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n6930;Excízia žlčových ciest, laparotomicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n6932;Excízia žlčových ciest, laparoskopicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n6934;Excízia žlčových ciest, konverzia z laparoskopie na laparotómiu;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n693x;Excízia žlčových ciest, ostatné;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n6940;Deštrukcia žlčových ciest, laparotomicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n6942;Deštrukcia žlčových ciest, laparoskopicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n6944;Deštrukcia žlčových ciest, konverzia z laparoskopie na laparotómiu;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n694x;Deštrukcia žlčových ciest, ostatné;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n6950;Drenáž na žlčových cestách, laparotomicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n6952;Drenáž na žlčových cestách, laparoskopicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n6954;Drenáž na žlčových cestách, konverzia z laparoskopie na laparotómiu;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n695x;Drenáž na žlčových cestách, ostatné;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n69a0;Odstránenie aloplastického materiálu na žlčových cestách, laparotomicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n69a2;Odstránenie aloplastického materiálu na žlčových cestách, laparoskopicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n69a4;Odstránenie aloplastického materiálu na žlčových cestách, konverzia z laparoskopie na laparotómiu;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n69ax;Odstránenie aloplastického materiálu na žlčových cestách, ostatné;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n69b0;Hemostáza žlčových ciest, laparotomicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n69b2;Hemostáza žlčových ciest, laparoskopicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n69b4;Hemostáza žlčových ciest, konverzia z laparoskopie na laparotómiu;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n69bx;Hemostáza žlčových ciest, ostatné;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n69c0;Revízia žlčových ciest ako samostatný výkon, laparotomicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n69c2;Revízia žlčových ciest ako samostatný výkon, laparoskopicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n69c4;Revízia žlčových ciest ako samostatný výkon, konverzia z laparoskopie na laparotómiu;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n69cx;Revízia žlčových ciest ako samostatný výkon, ostatné;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n69d0;Vsunutie protézy bez samoexpandujúcej schopnosti do žlčových ciest, laparotomicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n69d2;Vsunutie protézy bez samoexpandujúcej schopnosti do žlčových ciest, laparoskopicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n69d3;Vsunutie protézy bez samoexpandujúcej schopnosti do žlčových ciest, perkutánne - transhepaticky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n69d4;Vsunutie protézy bez samoexpandujúcej schopnosti do žlčových ciest, konverzia z laparoskopie na laparotómiu;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n69dx;Vsunutie protézy bez samoexpandujúcej schopnosti do žlčových ciest, ostatné;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n69e0;Vsunutie dvoch alebo viac protéz bez samoexpandujúcej schopnosti do žlčových ciest, laparotomicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n69e2;Vsunutie dvoch alebo viac protéz bez samoexpandujúcej schopnosti do žlčových ciest, laparoskopicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n69e3;Vsunutie dvoch alebo viac protéz bez samoexpandujúcej schopnosti do žlčových ciest, perkutánne - transhepaticky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n69e4;Vsunutie dvoch alebo viac protéz bez samoexpandujúcej schopnosti do žlčových ciest, konverzia z laparoskopie na laparotómiu;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n69ex;Vsunutie dvoch alebo viac protéz bez samoexpandujúcej schopnosti do žlčových ciest, ostatné;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n69f0;Výmena protézy bez samoexpandujúcej schopnosti v žlčových cestách, laparotomicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n69f2;Výmena protézy bez samoexpandujúcej schopnosti v žlčových cestách, laparoskopicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n69f3;Výmena protézy bez samoexpandujúcej schopnosti v žlčových cestách, perkutánny transhepatický;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n69f4;Výmena protézy bez samoexpandujúcej schopnosti v žlčových cestách, konverzia z laparoskopie na laparotómiu;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n69fx;Výmena protézy bez samoexpandujúcej schopnosti v žlčových cestách, ostatné;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n69g;Sutúra žlčovodov po poranení;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n69j;Zrušenie biliodigestívnej anastomózy na žlčníku a žlčovodoch;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n69k;Premena biliodigestivnej anastomózy na žlčníku a žlčových cestách z refluxnej na antirefluxnú;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n69l;Revízia anastomózy žlčových ciest;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n69m;Uzavretie fistuly ductus choledochus;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n69x0;Ostatné operácie na žlčových cestách, laparotomicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n69x2;Ostatné operácie na žlčových cestách, laparoskopicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n69x3;Ostatné operácie na žlčových cestách, perkutánne - transhepaticky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n69x4;Ostatné operácie na žlčových cestách, konverzia z laparoskopie na laparotómiu;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n69xx;Iné operácie na žlčových cestách, ostatné;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n5100;Atypická resekcia chorého tkaniva pečene, lokálna excízia laparotomicky;S44-50;Ostatné operačné výkony na pečeni - onko;C787, D134, C22, C23, C248
5n5102;Atypická resekcia chorého tkaniva pečene, lokálna excízia laparoskopicky;S44-50;Ostatné operačné výkony na pečeni - onko;C787, D134, C22, C23, C248
5n5104;Atypická resekcia chorého tkaniva pečene, lokálna excízia konverzia z laparoskopie na laparotómiu;S44-50;Ostatné operačné výkony na pečeni - onko;C787, D134, C22, C23, C248
5n510x;Atypická resekcia chorého tkaniva pečene, lokálna excízia, ostatné;S44-50;Ostatné operačné výkony na pečeni - onko;C787, D134, C22, C23, C248
5n5110;Resekcia endocysty pečene, laparotomicky;S44-50;Ostatné operačné výkony na pečeni - onko;C787, D134, C22, C23, C248
5n5112;Resekcia endocysty pečene, laparoskopicky;S44-50;Ostatné operačné výkony na pečeni - onko;C787, D134, C22, C23, C248
5n5113;Resekcia endocysty pečene, perkutánne;S44-50;Ostatné operačné výkony na pečeni - onko;C787, D134, C22, C23, C248
5n5114;Resekcia endocysty pečene, konverzia z laparoskopie na laparotómiu;S44-50;Ostatné operačné výkony na pečeni - onko;C787, D134, C22, C23, C248
5n511x;Resekcia endocysty pečene, ostatné;S44-50;Ostatné operačné výkony na pečeni - onko;C787, D134, C22, C23, C248
5n5120;Klinovitá resekcia chorého tkaniva pečene, laparotomicky;S44-50;Ostatné operačné výkony na pečeni - onko;C787, D134, C22, C23, C248
5n5122;Klinovitá resekcia chorého tkaniva pečene, laparoskopicky;S44-50;Ostatné operačné výkony na pečeni - onko;C787, D134, C22, C23, C248
5n5124;Klinovitá resekcia chorého tkaniva pečene, konverzia z laparoskopie na laparotómiu;S44-50;Ostatné operačné výkony na pečeni - onko;C787, D134, C22, C23, C248
5n512x;Klinovitá resekcia chorého tkaniva pečene, ostatné;S44-50;Ostatné operačné výkony na pečeni - onko;C787, D134, C22, C23, C248
5n5140;Lokálna deštrukcia chorého tkaniva pečene pomocou alkoholovej injekcie s využitím navádzacieho zobrazovacieho postupu, laparotomicky;S44-50;Ostatné operačné výkony na pečeni - onko;C787, 
5n5142;Lokálna deštrukcia chorého tkaniva pečene pomocou alkoholovej injekcie s využitím navádzacieho zobrazovacieho postupu, laparoskopicky;S44-50;Ostatné operačné výkony na pečeni - onko;C787, 
5n5144;Lokálna deštrukcia chorého tkaniva pečene pomocou alkoholovej injekcie s využitím navádzacieho zobrazovacieho postupu, konverzia z laparoskopie na laparotómiu;S44-50;Ostatné operačné výkony na pečeni - onko;C787, 
5n514x;Lokálna deštrukcia chorého tkaniva pečene pomocou alkoholovej injekcii s využitím navádzacieho zobrazovacieho postupu, ostatné;S44-50;Ostatné operačné výkony na pečeni - onko;C787, 
5n5150;Lokálna deštrukcia chorého tkaniva pečene indukovanou vysokofrekvenčnou termoterapiou, laparotomicky;S44-50;Ostatné operačné výkony na pečeni - onko;C787, 
5n5152;Lokálna deštrukcia chorého tkaniva pečene indukovanou vysokofrekvenčnou termoterapiou, laparoskopicky;S44-50;Ostatné operačné výkony na pečeni - onko;C787, 
5n5153;Lokálna deštrukcia chorého tkaniva pečene indukovanou vysokofrekvenčnou termoterapiou, perkutánne;S44-50;Ostatné operačné výkony na pečeni - onko;C787, 
5n5154;Lokálna deštrukcia chorého tkaniva pečene indukovanou vysokofrekvenčnou termoterapiou, konverzia z laparoskopie na laparotómiu;S44-50;Ostatné operačné výkony na pečeni - onko;C787, 
5n515x;Lokálna deštrukcia chorého tkaniva pečene indukovanou vysokofrekvenčnou termoterapiou, ostatné;S44-50;Ostatné operačné výkony na pečeni - onko;C787, 
5n51x0;Iná lokálna deštrukcia chorého tkaniva pečene, laparotomicky;S44-50;Ostatné operačné výkony na pečeni - onko;C787, 
5n51x2;Iná lokálna deštrukcia chorého tkaniva pečene, laparoskopicky;S44-50;Ostatné operačné výkony na pečeni - onko;C787, 
5n51x3;Iná lokálna deštrukcia chorého tkaniva pečene, perkutánne;S44-50;Ostatné operačné výkony na pečeni - onko;C787, 
5n51x4;Iná lokálna deštrukcia chorého tkaniva pečene, konverzia z laparoskopie na laparotómiu;S44-50;Ostatné operačné výkony na pečeni - onko;C787, 
5n51xx;Iná lokálna deštrukcia chorého tkaniva pečene, ostatné;S44-50;Ostatné operačné výkony na pečeni - onko;C787, 
5n5200;Anatomická resekcia jedného segmentu pečene, laparotomicky;S44-59;Resekcie pečene - onko;C787, D134, C22, C23, C248
5n5202;Anatomická resekcia jedného segmentu pečene, laparoskopicky;S44-59;Resekcie pečene - onko;C787, D134, C22, C23, C248
5n52110;Ľavostranná hemihepatektómia (resekcia segmentov 2, 3, 4a a 4b), laparotomicky;S44-59;Resekcie pečene - onko;C787, D134, C22, C23, C248
5n52112;Ľavostranná hemihepatektómia (resekcia segmentov 2, 3, 4a a 4b), laparoskopicky;S44-59;Resekcie pečene - onko;C787, D134, C22, C23, C248
5n52120;Ľavostranná bisegmentektómia pečene (lobektómia ľavostranná, resekcia segmentov 2 a 3), laparotomicky;S44-59;Resekcie pečene - onko;C787, D134, C22, C23, C248
5n52122;Ľavostranná bisegmentektómia pečene (lobektómia ľavostranná, resekcia segmentov 2 a 3), laparoskopicky;S44-59;Resekcie pečene - onko;C787, D134, C22, C23, C248
5n5213;Ľavostranná segmentektómia pečene (segment 4);S44-59;Resekcie pečene - onko;C787, D134, C22, C23, C248
