kod_vykonu;nazov_vykonu
5t65e6;Epifyzeodéza na chrbtici na usmernenie rastu skobami s pamäťovým efektom, 6 skôb
5t65e7;Epifyzeodéza na chrbtici na usmernenie rastu skobami s pamäťovým efektom, 7 skôb
5t65e8;Epifyzeodéza na chrbtici na usmernenie rastu skobami s pamäťovým efektom, 8 skôb
5t65e9;Epifyzeodéza na chrbtici na usmernenie rastu skobami s pamäťovým efektom, 9 skôb
5t65ea;Epifyzeodéza na chrbtici na usmernenie rastu skobami s pamäťovým efektom, 10 skôb
5t65eb;Epifyzeodéza na chrbtici na usmernenie rastu skobami s pamäťovým efektom, 11 skôb
5t65ec;Epifyzeodéza na chrbtici na usmernenie rastu skobami s pamäťovým efektom, 12 skôb
5t65ed;Epifyzeodéza na chrbtici na usmernenie rastu skobami s pamäťovým efektom, 13 skôb
5t65ef;Subkutánna fixácia na chrbtici (inštrumentácia) podľa Harringtona
5t65f1;Epifyzeodéza na chrbtici na usmernenie rastu tethering - systém skrutiek a šnúrok, 1 segment
5t65f2;Epifyzeodéza na chrbtici na usmernenie rastu tethering - systém skrutiek a šnúrok, 2 segmenty
5t65f3;Epifyzeodéza na chrbtici na usmernenie rastu tethering - systém skrutiek a šnúrok, 3 segmenty
5t65f4;Epifyzeodéza na chrbtici na usmernenie rastu tethering - systém skrutiek a šnúrok, 4 segmenty
5t65f5;Epifyzeodéza na chrbtici na usmernenie rastu tethering - systém skrutiek a šnúrok, 5 segmentov
5t65f6;Epifyzeodéza na chrbtici na usmernenie rastu tethering - systém skrutiek a šnúrok, 6 segmentov
5t65f7;Epifyzeodéza na chrbtici na usmernenie rastu tethering - systém skrutiek a šnúrok, 7 a viac segmentov
5t65ga0;Dorzálna (inštrumentovaná) korektívna spondylodéza, 3-6 segmentov primárne nestabilné
5t65ga1;Dorzálna (inštrumentovaná) korektívna spondylodéza, 3-6 segmentov primárne stabilné
5t65gb0;Dorzálna (inštrumentovaná) korektívna spondylodéza, 7 -10 segmentov primárne nestabilné
5t65gb1;Dorzálna (inštrumentovaná) korektívna spondylodéza, 7 -10 segmentov primárne stabilné
5t65gc0;Dorzálna (inštrumentovaná) korektívna spondylodéza, 11 a viac segmentov primárne nestabilné
5t65gc1;Dorzálna (inštrumentovaná) korektívna spondylodéza, 11 a viac segmentov primárne stabilné
5t65ha0;Predná (inštrumentovaná) korektívna spondylodéza, 3-6 segmentov primárne nestabilné
5t65ha1;Predná (inštrumentovaná) korektívna spondylodéza, 3-6 segmentov primárne stabilné
5t65hb0;Predná (inštrumentovaná) korektívna spondylodéza: 7 -10 segmentov, primárne nestabilné
5t65hb1;Predná (inštrumentovaná) korektívna spondylodéza, 7 -10 segmentov primárne stabilné
5t65hc0;Predná (inštrumentovaná) korektívna spondylodéza, 11 a viac segmentov primárne nestabilné
5t65hc1;Predná (inštrumentovaná) korektívna spondylodéza, 11 a viac segmentov primárne stabilné
5t65ja0;Zadná a predná kombinovaná (inštrumentovaná) korektívna spondylodéza, 3-6 segmentov primárne nestabilné
5t65ja1;Zadná a predná kombinovaná (inštrumentovaná) korektívna spondylodéza, 3-6 segmentov primárne stabilné
5t65jb0;Zadná a predná kombinovaná (inštrumentovaná) korektívna spondylodéza, 7 -10 segmentov, primárne nestabilné
5t65jb1;Zadná a predná kombinovaná (inštrumentovaná) korektívna spondylodéza, 7 -10 segmentov primárne stabilné
5t65jc0;Zadná a predná kombinovaná (inštrumentovaná) korektívna spondylodéza, 11 a viac segmentov primárne nestabilné
5t65jc1;Zadná a predná kombinovaná (inštrumentovaná) korektívna spondylodéza, 11 a viac segmentov primárne stabilné
5t6601;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 1 segment
5t6602;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 2 segmenty
5t6603;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 3 segmenty
5t6604;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 4 a viac segmentov
5t6611;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 1 segment
5t6612;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 2 segmenty
5t6613;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 3 segmenty
5t6614;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 4 a viac segmentov
5t6621;Otvorená repozícia chrbtice (dynamická stabilizácia) skobou, 1 segment
5t6622;Otvorená repozícia chrbtice (dynamická stabilizácia) skobou, 2 segmenty
5t6623;Otvorená repozícia chrbtice (dynamická stabilizácia) skobou, 3 segmenty
5t6624;Otvorená repozícia chrbtice (dynamická stabilizácia) skobou, 4 a viac segmentov
5t6631;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 1 segment
5t6632;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 2 segmenty
5t6633;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 3 segmenty
5t6634;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 4 a viac segmentov
5t6641;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 1 segment
5t6642;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 2 segmenty
5t6643;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 3 segmenty
5t6644;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 4 a viac segmentov
5t6651;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 1 segment
5t6652;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 2 segmenty
5t6653;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 3 segmenty
5t6654;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 4 a viac segmentov
5t6661;Otvorená repozícia chrbtice (dynamická stabilizácia) háčkovými dlahami, 1 segment
5t6662;Otvorená repozícia chrbtice (dynamická stabilizácia) háčkovými dlahami, 2 segmenty
5t6663;Otvorená repozícia chrbtice (dynamická stabilizácia) háčkovými dlahami, 3 segmenty
5t6664;Otvorená repozícia chrbtice (dynamická stabilizácia) háčkovými dlahami, 4 a viac segmentov
5t6671;Otvorená repozícia chrbtice (dynamická stabilizácia) intervertebrálnym cage, 1 segment
5t6672;Otvorená repozícia chrbtice (dynamická stabilizácia) intervertebrálnym cage, 2 segmenty
5t6673;Otvorená repozícia chrbtice (dynamická stabilizácia) intervertebrálnym cage, 3 segmenty
5t6674;Otvorená repozícia chrbtice (dynamická stabilizácia) intervertebrálnym cage, 4 a viac segmentov
5t6681;Otvorená repozícia chrbtice (dynamická stabilizácia) fixačným interným systémom, 1 segment
5t6682;Otvorená repozícia chrbtice (dynamická stabilizácia) fixačným interným systémom, 2 segmenty
5t6683;Otvorená repozícia chrbtice (dynamická stabilizácia) fixačným interným systémom, 3 segmenty
5t6684;Otvorená repozícia chrbtice (dynamická stabilizácia) fixačným interným systémom, 4 a viac segmentov
5t6685;Dynamický fixatór systém skrutiek a tyčí s potrebou opakovanej otvorenej redistrakcie  
5t6686;Dynamický fixatór systém skrutiek a magnetických tyči s potrebou opakovanej zatvorenej magnetickej redistrakcie 
5t66x1;Otvorená repozícia chrbtice (dynamická stabilizácia), ostatné: 1 segment
5t66x2;Otvorená repozícia chrbtice (dynamická stabilizácia), ostatné: 2 segmenty
5t66x3;Otvorená repozícia chrbtice (dynamická stabilizácia), ostatné: 3 segmenty
5t66x4;Otvorená repozícia chrbtice (dynamická stabilizácia), ostatné: 4 a viac segmentov
5t690;Odstránenie osteosyntetického materiálu z chrbtice
5t6911;Implantácia platničkovej endoprotézy, 1 segment
5t6912;Implantácia platničkovej endoprotézy, 2 segmenty
5t6913;Implantácia platničkovej endoprotézy, 3 segmenty
5t6914;Implantácia platničkovej endoprotézy, 4 a viac segmentov
5t692;Revízia náhrady medzistavcovej platničky bez výmeny
5t693;Výmena endoprotézy medzistavcovej platničky
5t694;Odstránenie endoprotézy medzistavcovej platničky
5t695;Revízia po operácii chrbtice
5t6961;Dekompresia miešneho kanála uvoľnením kosti, 1 segment
5t6962;Dekompresia miešneho kanála uvoľnením kosti, 2 segmenty
5t6963;Dekompresia miešneho kanála uvoľnením kosti, 3 segmenty
5t6964;Dekompresia miešneho kanála uvoľnením kosti, 4 a viac segmentov
5t697;Uvoľnenie miešneho kanála po korekcii deformít v prvom sedení
5t698;Komplexná kombinovaná ventrálna a dorzálna rekonštrukcia chrbtice s fúziou (360 stupňov)
5t6991;Vertebroplastika, 1 stavec
5t6992;Vertebroplastika, 2 stavce
5t6993;Vertebroplastika, 3 stavce
5t6994;Vertebroplastika, 4 a viac stavcov
5t69a1;Kyfoplastika, 1 stavec
5t69a2;Kyfoplastika, 2 stavce
5t69a3;Kyfoplastika, 3 stavce
5t69a4;Kyfoplastika, 4 a viac stavcov
5t69b1;Implantácia medzitŕňového rozvierača na chrbtici, 1 segment
5t69b2;Implantácia medzitŕňového rozvierača na chrbtici, 2 segmenty
5t69b3;Implantácia medzitŕňového rozvierača na chrbtici, 3 a viac segmentov
5t69c1;Výmena medzitŕňového rozvierača na chrbtici, 1 segment
5t69c2;Výmena medzitŕňového rozvierača na chrbtici, 2 segmenty
5t69c3;Výmena medzitŕňového rozvierača na chrbtici, 3 a viac segmentov
5t69d1;Odstránenie medzitŕňového rozvierača z chrbtice, 1 segment
5t69d2;Odstránenie medzitŕňového rozvierača z chrbtice, 2 segmenty
5t69d3;Odstránenie medzitŕňového rozvierača z chrbtice, 3 a viac segmentov
5t69e;Odobratie chondrocytov z chrbtice na kultiváciu ako samostatný zákrok
5t69f1;Implantácia in vitro vypestovanenej tkanivovej kultúry do medzistavcovej platničky, 1 segment
5t69f2;Implantácia in vitro vypestovanenej tkanivovej kultúry do medzistavcovej platničky, 2 segmenty
5t69f3;Implantácia in vitro vypestovanenej tkanivovej kultúry do medzistavcovej platničky, 3 a viac segmentov
5t69x1;Iné operácie na chrbtici, HALO fixácia
5t69xx;Iné operácie na chrbtici, ostatné
5t7010;Incízie ohýbača zápästia
5t7011;Incízie ohýbača prsta
5t7012;Incízie ohýbača palca
5t7013;Incízie vystierača zápästia
5t7014;Incízie vystierača prsta
5t7015;Incízie vystierača palca
5t7016;Incízie šľachových pošiev zápästia
5t7017;Incízie šľachových pošiev prsta
5t7018;Incízie šľachových pošiev palca
5t7019;Incízie šľachových pošiev dlane
5t7020;Discízia šľachových pošiev ohýbača zápästia
5t7021;Discízia šľachových pošiev ohýbača prsta
5t7022;Discízia šľachových pošiev ohýbača palca
5t7023;Discízia šľachových pošiev vystierača zápästia
5t7024;Discízia šľachových pošiev vystierača prsta
5t7025;Discízia šľachových pošiev vystierača palca
5t7026;Discízia šľachových pošiev  zápästia
5t7027;Discízia šľachových pošiev prsta
5t7028;Discízia šľachových pošiev palca
5t7029;Discízia šľachových pošiev dlane
5t7030;Debridement ohýbača zápästia
5t7031;Debridement ohýbača prsta
5t7032;Debridement ohýbača palca
5t7033;Debridement vystierača zápästia
5t7034;Debridement vystierača prsta
5t7035;Debridement vystierača palca
5t7036;Debridement šľachových pošiev zápästia
5t7037;Debridement šľachových pošiev prsta
5t7038;Debridement šľachových pošiev palca
5t7039;Debridement šľachových pošiev dlane
5t7040;Excízia ohýbača zápästia
5t7041;Excízia ohýbača prsta
5t7042;Excízia ohýbača palca
5t7043;Excízia vystierača zápästia
5t7044;Excízia vystierača prsta
5t7045;Excízia vystierača palca
5t7046;Excízia šľachových pošiev zápästia
5t7047;Excízia šľachových pošiev prsta
5t7048;Excízia šľachových pošiev palca
5t7049;Excízia šľachových pošiev dlane
5t7050;Primárna sutúra ohýbača zápästia
5t7051;Primárna sutúra ohýbača prsta
5t7052;Primárna sutúra ohýbača palca
5t7053;Primárna sutúra vystierača zápästia
5t7054;Primárna sutúra vystierača prsta
5t7055;Primárna sutúra vystierača palca
5t7056;Primárna sutúra šľachových pošiev zápästia
5t7057;Primárna sutúra šľachových pošiev prsta
5t7058;Primárna sutúra šľachových pošiev palca
5t7059;Primárna sutúra šľachových pošiev dlane
5t7060;Sekundárna sutúra ohýbača zápästia
5t7061;Sekundárna sutúra ohýbača prsta
5t7062;Sekundárna sutúra ohýbača palca
5t7063;Sekundárna sutúra vystierača zápästia
5t7064;Sekundárna sutúra vystierača prsta
5t7065;Sekundárna sutúra vystierača palca
5t7066;Sekundárna sutúra šľachových pošiev zápästia
5t7067;Sekundárna sutúra šľachových pošiev prsta
5t7068;Sekundárna sutúra šľachových pošiev palca
5t7069;Sekundárna sutúra šľachových pošiev dlane
5t7070;Tenolýza ohýbača zápästia
5t7071;Tenolýza ohýbača prsta
5t7072;Tenolýza ohýbača palca
5t7073;Tenolýza vystierača zápästia
5t7074;Tenolýza vystierača prsta
5t7075;Tenolýza vystierača palca
5t7080;Tenodéza ohýbača zápästia
5t7081;Tenodéza ohýbača prsta
5t7082;Tenodéza ohýbača palca
5t7083;Tenodéza vystierača zápästia
5t7084;Tenodéza vystierača prsta
5t7085;Tenodéza vystierača palca
5t7090;Transpozícia ohýbača zápästia
5t7091;Transpozícia ohýbača prsta
5t7092;Transpozícia ohýbača palca
5t7093;Transpozícia vystierača zápästia
5t7094;Transpozícia vystierača prsta
5t7095;Transpozícia vystierača palca
5t70a0;Predĺženie ohýbača zápästia
5t70a1;Predĺženie ohýbača prsta
5t70a2;Predĺženie ohýbača palca
5t70a3;Predĺženie vystierača zápästia
5t70a4;Predĺženie vystierača prsta
5t70a5;Predĺženie vystierača palca
5t70b0;Skrátenie ohýbača zápästia
5t70b1;Skrátenie ohýbača prsta
5t70b2;Skrátenie ohýbača palca
5t70b3;Skrátenie vystierača zápästia
5t70b4;Skrátenie vystierača prsta
5t70b5;Skrátenie vystierača palca
5t70c0;Vytvorenie lôžka transplantátu ohýbača zápästia
5t70c1;Vytvorenie lôžka transplantátu ohýbača prsta
5t70c2;Vytvorenie lôžka transplantátu ohýbača palca
5t70c3;Vytvorenie lôžka transplantátu vystierača zápästia
5t70c4;Vytvorenie lôžka transplantátu vystierača prsta
5t70c5;Vytvorenie lôžka transplantátu vystierača palca
5t70d0;Transplantácia ohýbača zápästia
5t70d1;Transplantácia ohýbača prsta
5t70d2;Transplantácia ohýbača palca
5t70d3;Transplantácia vystierača zápästia
5t70d4;Transplantácia vystierača prsta
5t70d5;Transplantácia vystierača palca
5t70e0;Revízia implantátu ohýbača zápästia bez výmeny
5t70e1;Revízia implantátu ohýbača prsta bez výmeny
5t70e2;Revízia implantátu ohýbača palca bez výmeny
5t70e3;Revízia implantátu vystierača zápästia bez výmeny
5t70e4;Revízia implantátu vystierača prsta bez výmeny
5t70e5;Revízia implantátu vystierača palca bez výmeny
5t70f0;Výmena implantátu ohýbača zápästia
5t70f1;Výmena implantátu ohýbača prsta
5t70f2;Výmena implantátu ohýbača palca
5t70f3;Výmena implantátu vystierača zápästia
5t70f4;Výmena implantátu vystierača prsta
5t70f5;Výmena implantátu vystierača palca
5t70g0;Odstránenie dens epistrophei implantátu ohýbača zápästia
5t70g1;Odstránenie implantátu ohýbača prsta
5t70g2;Odstránenie implantátu ohýbača palca
5t70g3;Odstránenie implantátu vystierača zápästia
5t70g4;Odstránenie implantátu vystierača prsta
5t70g5;Odstránenie implantátu vystierača palca
5t70h0;Plastika šľachy ohýbača zápästia
5t70h1;Plastika šľachy ohýbača prsta
5t70h2;Plastika šľachy ohýbača palca
5t70h3;Plastika šľachy vystierača zápästia
5t70h4;Plastika šľachy vystierača prsta
5t70h5;Plastika šľachy vystierača palca
5t70j0;Spájanie šliach (previazanie) ohýbača zápästia
5t70j1;Spájanie šliach (previazanie) ohýbača prsta
5t70j2;Spájanie šliach (previazanie) ohýbača palca
5t70j3;Spájanie šliach (previazanie) vystierača zápästia
5t70j4;Spájanie šliach (previazanie) vystierača prsta
5t70j5;Spájanie šliach (previazanie) vystierača palca
5t70k0;Refixácia ohýbača zápästia ku kosti vrátane kovovej kotvy 
5t70k1;Refixácia ohýbača prsta ku kosti vrátane kovovej kotvy 
5t70k2;Refixácia ohýbača palca ku kosti vrátane kovovej kotvy 
5t70k3;Refixácia vystierača zápästia ku kosti vrátane kovovej kotvy 
