kod_hlavneho_vykonu;nazov_hlavneho_vykonu;kod_ms;nazov_ms
5t7182;Plastická rekonštrukcia ostatných väzov zápästia s autológnym materiálom a transoseálnou fixáciou;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7183;Plastická rekonštrukcia väzov stredoručia s autológnym materiálom a transoseálnou fixáciou;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7184;Plastická rekonštrukcia väzov metakarpofalangeálnych kĺbov prstov ruky s autológnym materiálom a transoseálnou fixáciou;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7185;Plastická rekonštrukcia väzov metakarpofalangeálneho kĺbu palca s autológnym materiálom a transoseálnou fixáciou;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7186;Plastická rekonštrukcia väzov interfalangeálnych kĺbov prstov ruky s autológnym materiálom a transoseálnou fixáciou;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7187;Plastická rekonštrukcia väzov interfalangeálneho kĺbu palca s autológnym materiálom a transoseálnou fixáciou;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7190;Odstránenie transplantátu z radiokarpálneho väzu;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7191;Odstránenie transplantátu z retinaculum flexorum;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7192;Odstránenie transplantátu z ostatných väzov zápästia;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7193;Odstránenie transplantátu z väzov stredoručia;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7194;Odstránenie transplantátu z väzov metakarpofalangeálnych kĺbov prstov ruky;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7195;Odstránenie transplantátu z väzov metakarpofalangeálneho kĺbu palca;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7196;Odstránenie transplantátu z väzov interfalangeálnych kĺbov prstov ruky;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7197;Odstránenie transplantátu z väzov interfalangeálneho kĺbu palca;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t71a0;Refixácia radiokarpálneho väzu ku kosti;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t71a1;Refixácia retinaculum flexorum ku kosti;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t71a2;Refixácia ostatných väzov zápästia ku kosti;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t71a3;Refixácia väzov stredoručia ku kosti;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t71a4;Refixácia väzov metakarpofalangeálnych kĺbov prstov ruky ku kosti;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t71a5;Refixácia väzov metakarpofalangeálneho kĺbu palca ku kosti;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t71a6;Refixácia väzov interfalangeálnych kĺbov prstov ruky ku kosti;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t71a7;Refixácia väzov interfalangeálneho kĺbu palca ku kosti;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t71x0;Ostatné operácie radiokarpálneho väzu ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t71x1;Ostatné operácie retinaculum flexorum ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t71x2;Ostatné operácie ostatných väzov zápästia ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t71x3;Ostatné operácie väzov stredoručia ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t71x4;Ostatné operácie väzov metakarpofalangeálnych kĺbov prstov ruky ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t71x5;Ostatné operácie väzov metakarpofalangeálneho kĺbu palca ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t71x6;Ostatné operácie väzov interfalangeálnych kĺbov prstov ruky ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t71x7;Ostatné operácie väzov interfalangeálneho kĺbu palca ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7201;Otvorená chirurgická fasciotómia jedného prsta;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7202;Otvorená chirurgická fasciotómia viac ako jedného prsta;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7241;Fasciektómia jedného prsta s jednou neurolýzou ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7251;Fasciektómia jedného prsta s viacerými neurolýzami;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7252;Fasciektómia viac prstov s viacerými neurolýzami;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7261;Fasciektómia jedného prsta s jednou neurolýzou a s jednou arteriolýzou;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7262;Fasciektómia viac prstov s jednou neurolýzou a s jednou arteriolýzou;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7271;Fasciektómia jedného prsta s viacerými neurolýzami a viacerými arteriolýzami;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7272;Fasciektómia viac prstov s viacerými neurolýzami a viacerými arteriolýzami;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7281;Fasciektómia jedného prsta s artrolýzou vrátane neurolýzy a arteriolýzy;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7282;Fasciektómia viac prstov s artrolýzou vrátane neurolýzy a arteriolýzy;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7293;Parciálna dermofasciektómia ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7294;Celková dermofasciektómia ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t72a3;Parciálna fasciolýza jedného alebo dvoch prstov injektovanou kolagenázou clostridium histolyticum;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t72a4;Celková fasciolýza troch a viac prstov injektovanou kolagenázou clostridium histolyticum;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t72x1;Ostatné operácie na fasciách dlane a prstov, jeden prst;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t730;Incízia svalov ruky;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t731;Čiastočné prerušenie svalov ruky;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t732;Totálne prerušenie svalov ruky;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t733;Čiastočná excízia svalov ruky;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t734;Totálna excízia svalov ruky;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t735;Dezinzercia svalu ruky;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t736;Sutúra svalu ruky;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t737;Reinzercia svalu ruky;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t738;Transpozícia svalu ruky;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t739;Transplantácia svalu ruky;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t73a;Predĺženie svalu ruky;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t73b;Skrátenie svalu ruky;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t73x;Ostatné operácie svalov ruky;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t8001;Incízia svalu pozdĺžne v oblasti ramena a axily ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t8002;Incízia svalu pozdĺžne v oblasti ramena a lakťa ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t8003;Incízia svalu pozdĺžne v oblasti predlaktia ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t8007;Incízia svalu pozdĺžne v oblasti stehna a kolena ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t8008;Incízia svalu pozdĺžne v oblasti predkolenia ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t800a;Incízia svalu pozdĺžne v oblasti zadonožia a priehlavku ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t800b;Incízia svalu pozdĺžne v oblasti stredonožia a prednožia ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t800x;Incízia svalu pozdĺžne, ostatné;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t8011;Incízia svalu priečne v oblasti ramena a axily ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t8012;Incízia svalu priečne v oblasti ramena a lakťa ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t8013;Incízia svalu priečne v oblasti predlaktia ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t8017;Incízia svalu priečne v oblasti stehna a kolena ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t8018;Incízia svalu priečne v oblasti predkolenia ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t801a;Incízia svalu priečne v oblasti zadonožia a priehlavku ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t801b;Incízia svalu priečne v oblasti stredonožia a prednožia ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t801x;Incízia svalu priečne, ostatné;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t8021;Incízia šľachy pozdĺžne v oblasti ramena a axily ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t8022;Incízia šľachy pozdĺžne v oblasti ramena a lakťa ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t8023;Incízia šľachy pozdĺžne v oblasti predlaktia ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t8027;Incízia šľachy pozdĺžne v oblasti stehna a kolena ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t8028;Incízia šľachy pozdĺžne v oblasti predkolenia ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t802a;Incízia šľachy pozdĺžne v oblasti zadonožia a priehlavku ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t802b;Incízia šľachy pozdĺžne v oblasti stredonožia a prednožia ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t802x;Incízia šľachy pozdĺžne, ostatné;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t8031;Incízia šľachy priečne v oblasti ramena a axily ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t8032;Incízia šľachy priečne v oblasti ramena a lakťa ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t8033;Incízia šľachy priečne v oblasti predlaktia ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t8037;Incízia šľachy priečne v oblasti stehna a kolena ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t8038;Incízia šľachy priečne v oblasti predkolenia ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t803a;Incízia šľachy priečne v oblasti zadonožia a priehlavku ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t803b;Incízia šľachy priečne v oblasti stredonožia a prednožia ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t803x;Incízia šľachy priečne, ostatné;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t8041;Incízia šľachovej pošvy izolovane pozdĺžne v oblasti ramena a axily ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t8042;Incízia šľachovej pošvy izolovane pozdĺžne v oblasti ramena a lakťa ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t8043;Incízia šľachovej pošvy izolovane pozdĺžne v oblasti predlaktia ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t8047;Incízia šľachovej pošvy izolovane pozdĺžne v oblasti stehna a kolena ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t8048;Incízia šľachovej pošvy izolovane pozdĺžne v oblasti predkolenia ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t804a;Incízia šľachovej pošvy izolovane pozdĺžne v oblasti zadonožia a priehlavku ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t804b;Incízia šľachovej pošvy izolovane pozdĺžne v oblasti stredonožia a prednožia ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t804x;Incízia šľachovej pošvy izolovane pozdĺžne, ostatné;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t8051;Incízia šľachovej pošvy izolovane priečne v oblasti ramena a axily ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t8052;Incízia šľachovej pošvy izolovane priečne v oblasti ramena a lakťa ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t8053;Incízia šľachovej pošvy izolovane priečne v oblasti predlaktia ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t8057;Incízia šľachovej pošvy izolovane priečne v oblasti stehna a kolena ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t8058;Incízia šľachovej pošvy izolovane priečne v oblasti predkolenia ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t805a;Incízia šľachovej pošvy izolovane priečne v oblasti zadonožia a priehlavku ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t805b;Incízia šľachovej pošvy izolovane priečne v oblasti stredonožia a prednožia ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t805x;Incízia šľachovej pošvy izolovane priečne, ostatné;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t8061;Otvorená chirurgická incízia fascie v oblasti ramena a axily ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t8062;Otvorená chirurgická incízia fascie v oblasti ramena a lakťa ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t8063;Otvorená chirurgická incízia fascie v oblasti predlaktia ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t8067;Otvorená chirurgická incízia fascie v oblasti stehna a kolena ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t8068;Otvorená chirurgická incízia fascie v oblasti predkolenia ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t806a;Otvorená chirurgická incízia fascie v oblasti zadonožia a priehlavku ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t806b;Otvorená chirurgická incízia fascie v oblasti stredonožia a prednožia ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t806x;Otvorená chirurgická incízia fascie, ostatné;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t8071;Perkutánna incízia fascie v oblasti ramena a axily ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t8072;Perkutánna incízia fascie v oblasti ramena a lakťa ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t8073;Perkutánna incízia fascie v oblasti predlaktia ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t8077;Perkutánna incízia fascie v oblasti stehna a kolena ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t8078;Perkutánna incízia fascie v oblasti predkolenia ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t8079;Perkutánna incízia fascie v oblasti nohy;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t807x;Perkutánna incízia fascie, ostatné;S13-35;Komplexné operačné výkony na svaloch a šľachách
