kod_vykonu;nazov_vykonu;skupina_diagnoz;kod_ms;nazov_ms
5j515b1;Resekcia nádoru mediastina sternotomicky s lymfadenektómiou;Skupina onkologických diagnóz 9;S44-46;Operačné výkony na mediastine - onko
5j515c;Resekcia nádoru mediastina, cervikálny prístup;Skupina onkologických diagnóz 9;S44-46;Operačné výkony na mediastine - onko
5j515d;Resekcia nádoru mediastina mediastinoskopicky;Skupina onkologických diagnóz 9;S44-46;Operačné výkony na mediastine - onko
5j515e;Resekcia nádoru mediastina torakoskopicky;Skupina onkologických diagnóz 9;S44-46;Operačné výkony na mediastine - onko
5j515f;Resekcia nádoru mediastina torakotomicky alebo zo sternotómie;Skupina onkologických diagnóz 9;S44-46;Operačné výkony na mediastine - onko
5j515x;Resekcia nádoru mediastina, ostatné prístupy;Skupina onkologických diagnóz 9;S44-46;Operačné výkony na mediastine - onko
5b2100;Parciálna resekcia prištítnych teliesok, štandardná;Skupina onkologických diagnóz 108;S44-47;Operačné výkony na prištítnych telieskach - onko
5b2101;Parciálna resekcia prištítnych teliesok, miniinvazívna videoasistovaná;Skupina onkologických diagnóz 108;S44-47;Operačné výkony na prištítnych telieskach - onko
5b2102;Parciálna resekcia prištítnych teliesok, miniinvazívna radioasistovaná;Skupina onkologických diagnóz 108;S44-47;Operačné výkony na prištítnych telieskach - onko
5b2103;Parciálna resekcia prištítnych teliesok, miniinvazívna video a radioasistovaná;Skupina onkologických diagnóz 108;S44-47;Operačné výkony na prištítnych telieskach - onko
5b2104;Parciálna resekcia prištítnych teliesok, endoskopicky asistovaná;Skupina onkologických diagnóz 108;S44-47;Operačné výkony na prištítnych telieskach - onko
5b2105;Parciálna resekcia prištítnych teliesok, endoskopicky radioasistovaná;Skupina onkologických diagnóz 108;S44-47;Operačné výkony na prištítnych telieskach - onko
5b2106;Parciálna resekcia prištítnych teliesok, s použitím elektroneurostimulátora;Skupina onkologických diagnóz 108;S44-47;Operačné výkony na prištítnych telieskach - onko
5b210x;Parciálna resekcia prištítnych teliesok, ostatné;Skupina onkologických diagnóz 108;S44-47;Operačné výkony na prištítnych telieskach - onko
5b2110;Opakovaná revízia s čiastočnou resekciou prištítnych teliesok, štandardná;Skupina onkologických diagnóz 108;S44-47;Operačné výkony na prištítnych telieskach - onko
5b2111;Opakovaná revízia s čiastočnou resekciou prištítnych teliesok, miniinvazívna videoasistovaná;Skupina onkologických diagnóz 108;S44-47;Operačné výkony na prištítnych telieskach - onko
5b2112;Opakovaná revízia s čiastočnou resekciou prištítnych teliesok, miniinvazívna radioasistovaná;Skupina onkologických diagnóz 108;S44-47;Operačné výkony na prištítnych telieskach - onko
5b2113;Opakovaná revízia s čiastočnou resekciou prištítnych teliesok, miniinvazívna video a radioasistovaná;Skupina onkologických diagnóz 108;S44-47;Operačné výkony na prištítnych telieskach - onko
5b2114;Opakovaná revízia s čiastočnou resekciou prištítnych teliesok, endoskopicky asistovaná;Skupina onkologických diagnóz 108;S44-47;Operačné výkony na prištítnych telieskach - onko
5b2115;Opakovaná revízia s čiastočnou resekciou prištítnych teliesok, endoskopicky radioasistovaná;Skupina onkologických diagnóz 108;S44-47;Operačné výkony na prištítnych telieskach - onko
5b2116;Opakovaná revízia s čiastočnou resekciou prištítnych teliesok, s použitím elektroneurostimulátora;Skupina onkologických diagnóz 108;S44-47;Operačné výkony na prištítnych telieskach - onko
5b211x;Opakovaná revízia s čiastočnou resekciou prištítnych teliesok, ostatné;Skupina onkologických diagnóz 108;S44-47;Operačné výkony na prištítnych telieskach - onko
5b21x0;Iná parciálna resekcia prištítnych teliesok, štandardná;Skupina onkologických diagnóz 108;S44-47;Operačné výkony na prištítnych telieskach - onko
5b21x1;Iná parciálna resekcia prištítnych teliesok, miniinvazívna videoasistovaná;Skupina onkologických diagnóz 108;S44-47;Operačné výkony na prištítnych telieskach - onko
5b21x2;Iná parciálna resekcia prištítnych teliesok, miniinvazívna radioasistovaná;Skupina onkologických diagnóz 108;S44-47;Operačné výkony na prištítnych telieskach - onko
5b21x3;Iná parciálna resekcia prištítnych teliesok, miniinvazívna video a radioasistovaná;Skupina onkologických diagnóz 108;S44-47;Operačné výkony na prištítnych telieskach - onko
5b21x4;Iná parciálna resekcia prištítnych teliesok, endoskopicky asistovaná;Skupina onkologických diagnóz 108;S44-47;Operačné výkony na prištítnych telieskach - onko
5b21x5;Iná parciálna resekcia prištítnych teliesok, endoskopicky radioasistovaná;Skupina onkologických diagnóz 108;S44-47;Operačné výkony na prištítnych telieskach - onko
5b21x6;Iná parciálna resekcia prištítnych teliesok, s použitím elektroneurostimulátora;Skupina onkologických diagnóz 108;S44-47;Operačné výkony na prištítnych telieskach - onko
5b21xx;Iná parciálna resekcia prištítnych teliesok, ostatné;Skupina onkologických diagnóz 108;S44-47;Operačné výkony na prištítnych telieskach - onko
5b2200;Paratyreoidektómia bez reimplantácie, štandardná;Skupina onkologických diagnóz 108;S44-47;Operačné výkony na prištítnych telieskach - onko
5b2201;Paratyreoidektómia bez reimplantácie, miniinvazívna videoasistovaná;Skupina onkologických diagnóz 108;S44-47;Operačné výkony na prištítnych telieskach - onko
5b2202;Paratyreoidektómia bez reimplantácie, miniinvazívna radioasistovaná;Skupina onkologických diagnóz 108;S44-47;Operačné výkony na prištítnych telieskach - onko
5b2203;Paratyreoidektómia bez reimplantácie, miniinvazívna video a radioasistovaná;Skupina onkologických diagnóz 108;S44-47;Operačné výkony na prištítnych telieskach - onko
5b2204;Paratyreoidektómia bez reimplantácie, endoskopicky asistovaná;Skupina onkologických diagnóz 108;S44-47;Operačné výkony na prištítnych telieskach - onko
5b2205;Paratyreoidektómia bez reimplantácie, endoskopicky radioasistovaná;Skupina onkologických diagnóz 108;S44-47;Operačné výkony na prištítnych telieskach - onko
5b2206;Paratyreoidektómia bez reimplantácie, s použitím elektroneurostimulátora;Skupina onkologických diagnóz 108;S44-47;Operačné výkony na prištítnych telieskach - onko
5b220x;Paratyreoidektómia bez reimplantácie, ostatné;Skupina onkologických diagnóz 108;S44-47;Operačné výkony na prištítnych telieskach - onko
5b2210;Paratyreoidektómia s reimplantáciou (autotransplantácia), štandardná;Skupina onkologických diagnóz 108;S44-47;Operačné výkony na prištítnych telieskach - onko
5b2211;Paratyreoidektómia s reimplantáciou (autotransplantácia), miniinvazívna videoasistovaná;Skupina onkologických diagnóz 108;S44-47;Operačné výkony na prištítnych telieskach - onko
5b2212;Paratyreoidektómia s reimplantáciou (autotransplantácia), miniinvazívna radioasistovaná;Skupina onkologických diagnóz 108;S44-47;Operačné výkony na prištítnych telieskach - onko
5b2213;Paratyreoidektómia s reimplantáciou (autotransplantácia), miniinvazívna video a radioasistovaná;Skupina onkologických diagnóz 108;S44-47;Operačné výkony na prištítnych telieskach - onko
5b2214;Paratyreoidektómia s reimplantáciou (autotransplantácia), endoskopicky asistovaná;Skupina onkologických diagnóz 108;S44-47;Operačné výkony na prištítnych telieskach - onko
5b2215;Paratyreoidektómia s reimplantáciou (autotransplantácia), endoskopicky radioasistovaná;Skupina onkologických diagnóz 108;S44-47;Operačné výkony na prištítnych telieskach - onko
5b2216;Paratyreoidektómia s reimplantáciou (autotransplantácia), s použitím elektroneurostimulátora;Skupina onkologických diagnóz 108;S44-47;Operačné výkony na prištítnych telieskach - onko
5b221x;Paratyreoidektómia s reimplantáciou (autotransplantácia), ostatné;Skupina onkologických diagnóz 108;S44-47;Operačné výkony na prištítnych telieskach - onko
5b2300;Excízia chorého tkaniva prištítnych teliesok prostredníctvom sternotómie, štandardná;Skupina onkologických diagnóz 108;S44-47;Operačné výkony na prištítnych telieskach - onko
5o1311;Nefrostómia laparotomicky;Skupina onkologických diagnóz 16;S44-49;Ostatné komplexné výkony na obličke - onko
5o1091;Uzavretie nefrostómie, laparotomicky;Skupina onkologických diagnóz 20;S44-49;Ostatné komplexné výkony na obličke - onko
5o1092;Uzavretie nefrostómie, lumbotomicky;Skupina onkologických diagnóz 20;S44-49;Ostatné komplexné výkony na obličke - onko
5o1094;Uzavretie nefrostómie, laparoskopicky;Skupina onkologických diagnóz 20;S44-49;Ostatné komplexné výkony na obličke - onko
5o109x;Uzavretie nefrostómie, ostatné;Skupina onkologických diagnóz 20;S44-49;Ostatné komplexné výkony na obličke - onko
5o1941;Operačná revízia obličky, laparotomicky;Skupina onkologických diagnóz 41;S44-49;Ostatné komplexné výkony na obličke - onko
5o1942;Operačná revízia obličky, lumbotomicky;Skupina onkologických diagnóz 41;S44-49;Ostatné komplexné výkony na obličke - onko
5o1943;Operačná revízia obličky, torakoabdominálne;Skupina onkologických diagnóz 41;S44-49;Ostatné komplexné výkony na obličke - onko
5o1944;Operačná revízia obličky, laparoskopicky;Skupina onkologických diagnóz 41;S44-49;Ostatné komplexné výkony na obličke - onko
5o194x;Operačná revízia obličky, ostatné;Skupina onkologických diagnóz 41;S44-49;Ostatné komplexné výkony na obličke - onko
5o19x1;Iné operácie na obličke, laparotomicky;Skupina onkologických diagnóz 41;S44-49;Ostatné komplexné výkony na obličke - onko
5o19x2;Iné operácie na obličke, lumbotomicky;Skupina onkologických diagnóz 41;S44-49;Ostatné komplexné výkony na obličke - onko
5o19x3;Iné operácie na obličke, torakoabdominálne;Skupina onkologických diagnóz 41;S44-49;Ostatné komplexné výkony na obličke - onko
5o19x4;Iné operácie na obličke, laparoskopicky;Skupina onkologických diagnóz 41;S44-49;Ostatné komplexné výkony na obličke - onko
5o19xx;Iné operácie na obličke, ostatné;Skupina onkologických diagnóz 41;S44-49;Ostatné komplexné výkony na obličke - onko
5o190;Operácie na obličkových cievach;Skupina onkologických diagnóz 73;S44-49;Ostatné komplexné výkony na obličke - onko
5o1911;Obnaženie obličky, laparotomicky;Skupina onkologických diagnóz 81;S44-49;Ostatné komplexné výkony na obličke - onko
5o1914;Obnaženie obličky, laparoskopicky;Skupina onkologických diagnóz 93;S44-49;Ostatné komplexné výkony na obličke - onko
5o191x;Obnaženie obličky, ostatné;Skupina onkologických diagnóz 93;S44-49;Ostatné komplexné výkony na obličke - onko
5o1921;Dekapsulácia obličky, laparotomicky;Skupina onkologických diagnóz 93;S44-49;Ostatné komplexné výkony na obličke - onko
5o1922;Dekapsulácia obličky, lumbotomicky;Skupina onkologických diagnóz 93;S44-49;Ostatné komplexné výkony na obličke - onko
5o1924;Dekapsulácia obličky, laparoskopicky;Skupina onkologických diagnóz 93;S44-49;Ostatné komplexné výkony na obličke - onko
5o192x;Dekapsulácia obličky, ostatné;Skupina onkologických diagnóz 93;S44-49;Ostatné komplexné výkony na obličke - onko
5o1621;Excízia chorého tkaniva obličky, laparotomicky;Skupina onkologických diagnóz 95;S44-49;Ostatné komplexné výkony na obličke - onko
5o1624;Excízia chorého tkaniva obličky, laparoskopicky;Skupina onkologických diagnóz 95;S44-49;Ostatné komplexné výkony na obličke - onko
5o1631;Deštrukcia chorého tkaniva obličky, laparotomicky;Skupina onkologických diagnóz 95;S44-49;Ostatné komplexné výkony na obličke - onko
5o1634;Deštrukcia chorého tkaniva obličky, laparoskopicky;Skupina onkologických diagnóz 95;S44-49;Ostatné komplexné výkony na obličke - onko
5o16x;Excízia a deštrukcia chorého tkaniva obličky, ostatné;Skupina onkologických diagnóz 95;S44-49;Ostatné komplexné výkony na obličke - onko
5n5140;Lokálna deštrukcia chorého tkaniva pečene pomocou alkoholovej injekcie s využitím navádzacieho zobrazovacieho postupu, laparotomicky;Skupina onkologických diagnóz 116;S44-50;Ostatné operačné výkony na pečeni - onko
5n5142;Lokálna deštrukcia chorého tkaniva pečene pomocou alkoholovej injekcie s využitím navádzacieho zobrazovacieho postupu, laparoskopicky;Skupina onkologických diagnóz 116;S44-50;Ostatné operačné výkony na pečeni - onko
5n5144;Lokálna deštrukcia chorého tkaniva pečene pomocou alkoholovej injekcie s využitím navádzacieho zobrazovacieho postupu, konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 116;S44-50;Ostatné operačné výkony na pečeni - onko
5n514x;Lokálna deštrukcia chorého tkaniva pečene pomocou alkoholovej injekcii s využitím navádzacieho zobrazovacieho postupu, ostatné;Skupina onkologických diagnóz 116;S44-50;Ostatné operačné výkony na pečeni - onko
5n5150;Lokálna deštrukcia chorého tkaniva pečene indukovanou vysokofrekvenčnou termoterapiou, laparotomicky;Skupina onkologických diagnóz 116;S44-50;Ostatné operačné výkony na pečeni - onko
5n5152;Lokálna deštrukcia chorého tkaniva pečene indukovanou vysokofrekvenčnou termoterapiou, laparoskopicky;Skupina onkologických diagnóz 116;S44-50;Ostatné operačné výkony na pečeni - onko
5n5153;Lokálna deštrukcia chorého tkaniva pečene indukovanou vysokofrekvenčnou termoterapiou, perkutánne;Skupina onkologických diagnóz 116;S44-50;Ostatné operačné výkony na pečeni - onko
5n5154;Lokálna deštrukcia chorého tkaniva pečene indukovanou vysokofrekvenčnou termoterapiou, konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 116;S44-50;Ostatné operačné výkony na pečeni - onko
5n515x;Lokálna deštrukcia chorého tkaniva pečene indukovanou vysokofrekvenčnou termoterapiou, ostatné;Skupina onkologických diagnóz 116;S44-50;Ostatné operačné výkony na pečeni - onko
5n51x0;Iná lokálna deštrukcia chorého tkaniva pečene, laparotomicky;Skupina onkologických diagnóz 116;S44-50;Ostatné operačné výkony na pečeni - onko
5n51x2;Iná lokálna deštrukcia chorého tkaniva pečene, laparoskopicky;Skupina onkologických diagnóz 116;S44-50;Ostatné operačné výkony na pečeni - onko
5n51x3;Iná lokálna deštrukcia chorého tkaniva pečene, perkutánne;Skupina onkologických diagnóz 116;S44-50;Ostatné operačné výkony na pečeni - onko
5n51x4;Iná lokálna deštrukcia chorého tkaniva pečene, konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 116;S44-50;Ostatné operačné výkony na pečeni - onko
5n51xx;Iná lokálna deštrukcia chorého tkaniva pečene, ostatné;Skupina onkologických diagnóz 116;S44-50;Ostatné operačné výkony na pečeni - onko
5n5100;Atypická resekcia chorého tkaniva pečene, lokálna excízia laparotomicky;Skupina onkologických diagnóz 57;S44-50;Ostatné operačné výkony na pečeni - onko
5n5102;Atypická resekcia chorého tkaniva pečene, lokálna excízia laparoskopicky;Skupina onkologických diagnóz 57;S44-50;Ostatné operačné výkony na pečeni - onko
5n5104;Atypická resekcia chorého tkaniva pečene, lokálna excízia konverzia z laparoskopie na laparotómiu;Skupina onkologických diagnóz 57;S44-50;Ostatné operačné výkony na pečeni - onko
5n510x;Atypická resekcia chorého tkaniva pečene, lokálna excízia, ostatné;Skupina onkologických diagnóz 57;S44-50;Ostatné operačné výkony na pečeni - onko
5n5110;Resekcia endocysty pečene, laparotomicky;Skupina onkologických diagnóz 57;S44-50;Ostatné operačné výkony na pečeni - onko
