kodHVyk;nazovHVyk;SkDg;kodMS;nazovMS
5t7157;Sekundárna sutúra väzov interfalangeálneho kĺbu palca;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7160;Plastická rekonštrukcia radiokarpálneho väzu s autológnym materiálom;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7161;Plastická rekonštrukcia retinaculum flexorum s autológnym materiálom;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7162;Plastická rekonštrukcia ostatných väzov zápästia s autológnym materiálom;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7163;Plastická rekonštrukcia väzov stredoručia s autológnym materiálom;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7164;Plastická rekonštrukcia väzov metakarpofalangeálnych kĺbov prstov ruky s autológnym materiálom;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7165;Plastická rekonštrukcia väzov metakarpofalangeálneho kĺbu palca s autológnym materiálom;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7166;Plastická rekonštrukcia väzov interfalangeálnych kĺbov prstov ruky s autológnym materiálom;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7167;Plastická rekonštrukcia väzov interfalangeálneho kĺbu palca s autológnym materiálom;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7170;Plastická rekonštrukcia radiokarpálneho väzu s autológnym materiálom a interligamentóznou fixáciou;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7171;Plastická rekonštrukcia retinaculum flexorum s autológnym materiálom a interligamentóznou fixáciou;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7172;Plastická rekonštrukcia ostatných väzov zápästia s autológnym materiálom a interligamentóznou fixáciou;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7173;Plastická rekonštrukcia väzov stredoručia s autológnym materiálom a interligamentóznou fixáciou;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7174;Plastická rekonštrukcia väzov metakarpofalangeálnych kĺbov prstov ruky s autológnym materiálom a interligamentóznou fixáciou;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7175;Plastická rekonštrukcia väzov metakarpofalangeálneho kĺbu palca s autológnym materiálom a interligamentóznou fixáciou;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7176;Plastická rekonštrukcia väzov interfalangeálnych kĺbov prstov ruky s autológnym materiálom a interligamentóznou fixáciou;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7177;Plastická rekonštrukcia väzov interfalangeálneho kĺbu palca s autológnym materiálom a interligamentóznou fixáciou;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7180;Plastická rekonštrukcia radiokarpálneho väzu s autológnym materiálom a transoseálnou fixáciou;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7181;Plastická rekonštrukcia retinaculum flexorum s autológnym materiálom a transoseálnou fixáciou;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7182;Plastická rekonštrukcia ostatných väzov zápästia s autológnym materiálom a transoseálnou fixáciou;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7183;Plastická rekonštrukcia väzov stredoručia s autológnym materiálom a transoseálnou fixáciou;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7184;Plastická rekonštrukcia väzov metakarpofalangeálnych kĺbov prstov ruky s autológnym materiálom a transoseálnou fixáciou;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7185;Plastická rekonštrukcia väzov metakarpofalangeálneho kĺbu palca s autológnym materiálom a transoseálnou fixáciou;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7186;Plastická rekonštrukcia väzov interfalangeálnych kĺbov prstov ruky s autológnym materiálom a transoseálnou fixáciou;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7187;Plastická rekonštrukcia väzov interfalangeálneho kĺbu palca s autológnym materiálom a transoseálnou fixáciou;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7190;Odstránenie transplantátu z radiokarpálneho väzu;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7191;Odstránenie transplantátu z retinaculum flexorum;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7192;Odstránenie transplantátu z ostatných väzov zápästia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7193;Odstránenie transplantátu z väzov stredoručia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7194;Odstránenie transplantátu z väzov metakarpofalangeálnych kĺbov prstov ruky;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7195;Odstránenie transplantátu z väzov metakarpofalangeálneho kĺbu palca;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7196;Odstránenie transplantátu z väzov interfalangeálnych kĺbov prstov ruky;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7197;Odstránenie transplantátu z väzov interfalangeálneho kĺbu palca;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t71a0;Refixácia radiokarpálneho väzu ku kosti;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t71a1;Refixácia retinaculum flexorum ku kosti;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t71a2;Refixácia ostatných väzov zápästia ku kosti;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t71a3;Refixácia väzov stredoručia ku kosti;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t71a4;Refixácia väzov metakarpofalangeálnych kĺbov prstov ruky ku kosti;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t71a5;Refixácia väzov metakarpofalangeálneho kĺbu palca ku kosti;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t71a6;Refixácia väzov interfalangeálnych kĺbov prstov ruky ku kosti;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t71a7;Refixácia väzov interfalangeálneho kĺbu palca ku kosti;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t71x0;Ostatné operácie radiokarpálneho väzu ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t71x1;Ostatné operácie retinaculum flexorum ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t71x2;Ostatné operácie ostatných väzov zápästia ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t71x3;Ostatné operácie väzov stredoručia ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t71x4;Ostatné operácie väzov metakarpofalangeálnych kĺbov prstov ruky ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t71x5;Ostatné operácie väzov metakarpofalangeálneho kĺbu palca ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t71x6;Ostatné operácie väzov interfalangeálnych kĺbov prstov ruky ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t71x7;Ostatné operácie väzov interfalangeálneho kĺbu palca ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7201;Otvorená chirurgická fasciotómia jedného prsta;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7202;Otvorená chirurgická fasciotómia viac ako jedného prsta;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7211;Perkutánna fasciotómia jedného prsta;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7212;Perkutánna fasciotómia viac ako jedného prsta;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7220;Parciálna fasciektómia izolovaná na dlani;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7223;Parciálna fasciektómia jedného alebo dvoch prstov;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7230;Totálna fasciektómia izolovaná na dlani;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7234;Totálna fasciektómia 3 a viac prstov;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7241;Fasciektómia jedného prsta s jednou neurolýzou ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7242;Fasciektómia viac prstov s jednou neurolýzou;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7251;Fasciektómia jedného prsta s viacerými neurolýzami;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7252;Fasciektómia viac prstov s viacerými neurolýzami;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7261;Fasciektómia jedného prsta s jednou neurolýzou a s jednou arteriolýzou;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7262;Fasciektómia viac prstov s jednou neurolýzou a s jednou arteriolýzou;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7271;Fasciektómia jedného prsta s viacerými neurolýzami a viacerými arteriolýzami;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7272;Fasciektómia viac prstov s viacerými neurolýzami a viacerými arteriolýzami;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7281;Fasciektómia jedného prsta s artrolýzou vrátane neurolýzy a arteriolýzy;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7282;Fasciektómia viac prstov s artrolýzou vrátane neurolýzy a arteriolýzy;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7293;Parciálna dermofasciektómia ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7294;Celková dermofasciektómia ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t72a3;Parciálna fasciolýza jedného alebo dvoch prstov injektovanou kolagenázou clostridium histolyticum;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t72a4;Celková fasciolýza troch a viac prstov injektovanou kolagenázou clostridium histolyticum;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t72x1;Ostatné operácie na fasciách dlane a prstov, jeden prst;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t730;Incízia svalov ruky;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t731;Čiastočné prerušenie svalov ruky;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t732;Totálne prerušenie svalov ruky;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t733;Čiastočná excízia svalov ruky;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t734;Totálna excízia svalov ruky;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
